epoch_no,active_stake_ada,block_cnt,pool_fees_ada,deleg_rewards_ada,member_rewards_ada,owner_member_rewards_ada,total_pool_rewards_ada,rewarding_pool_cnt,pool_row_cnt
445,23045467808.136024,20936,2010314.6684530007,8030852.365212992,7825258.986351999,205593.37886100027,10041167.033665994,1085,3040
446,23036424585.72312,21014,2018170.3928050003,8041400.0636009965,7829629.302248001,211770.76135299986,10059570.456406003,1105,3045
447,23015951543.513577,21214,1921999.015328001,8169907.613541998,7944931.111410003,224976.50213200002,10091906.628869994,1087,3043
448,22973647281.45395,21134,1910288.096477999,8115155.954933997,7868163.637705999,246992.31722800012,10025444.051412003,1092,3045
449,22913589651.850697,21025,1889338.6244889991,8001313.316401001,7756830.637461997,244482.67893899998,9890651.940890007,1081,3044
450,22933912927.653034,20874,1907625.4403490007,7941417.1066809995,7710943.659727992,230473.4469530002,9849042.547030004,1091,3043
451,22972937519.833084,21110,1902906.852076,8030048.411107991,7813874.994919003,216173.41618900027,9932955.263183996,1090,3039
452,22998890880.63185,21301,1892586.6732220012,8150351.585254999,7908542.589467998,241808.9957869999,10042938.258477023,1082,3034
453,22994869891.768414,20926,1828997.4167779991,8034896.950110993,7807075.78266901,227821.16744200024,9863894.36688899,1076,3031
454,22984219844.001297,21160,1823590.3941899994,8124482.805334003,7879500.450311003,244982.35502300007,9948073.199524004,1079,3031
455,22942860543.017483,21198,1915542.118079002,8016954.799784989,7793105.303014996,223849.49677000032,9932496.91786399,1088,3029
456,22770454070.974934,20977,1718126.317349001,7965486.886760994,7728221.580638996,237265.30612200007,9683613.20410999,1086,3025
457,22779501708.183167,21328,1842650.899086,8022367.296032992,7791168.148857993,231199.1471750001,9865018.195118986,1085,3032
458,22765662149.259087,21021,1797264.356024,7896779.007827005,7663987.670038993,232791.33778800012,9694043.363851,1088,3031
459,22738105605.272205,20957,1805014.4302649987,7832792.112619003,7606203.805667996,226588.3069509999,9637806.542884005,1103,3029
460,22775568090.705124,20863,1807976.6780769986,7784482.532389001,7550425.767637006,234056.76475200005,9592459.210465994,1079,3025
461,22777537504.728706,20734,1807127.3550229985,7712445.774208011,7471960.402576998,240485.37163100002,9519573.129231,1083,3027
462,22803301466.429295,20927,1738533.707793,7837197.553745995,7592282.898468996,244914.65527700022,9575731.261539012,1094,3027
463,22790065923.09624,20404,1733106.846543002,7575275.413701998,7352780.501900006,222494.9118020001,9308382.260244988,1085,3032
464,22806091554.04759,20730,1746888.1423510015,7696214.760354993,7471468.829478999,224745.93087599985,9443102.902706,1082,3034
465,22819400151.95053,20872,1746228.3349540003,7756555.676510994,7518103.538045002,238452.13846599986,9502784.011464993,1076,3036
466,22806500155.574528,20923,1732368.03149,7764962.899940997,7539681.625992997,225281.2739480003,9497330.931430997,1071,3037
467,22879836956.660114,21160,1807407.9688050027,7804947.55504,7572890.350854006,232057.20418599984,9612355.523845004,1071,3035
468,22882223369.63171,21307,1809749.17155,7848880.006047999,7613345.731841003,235534.27420700013,9658629.177598003,1078,3030
469,22839587170.00998,21263,1774268.2862530004,7809923.590185997,7576227.4767180085,233696.11346799994,9584191.876439003,1087,3029
470,22861134936.826283,21311,1758703.2776680014,7833295.132115996,7606217.888299004,227077.243817,9591998.40978401,1099,3025
471,22860653065.40306,21235,1811833.8694280006,7723753.655478991,7502500.610826001,221253.0446530001,9535587.524907002,1094,3023
472,22761022830.643547,20954,1746900.5976909995,7593275.56036401,7358556.495719997,234719.064644,9340176.15805501,1052,3019
473,22735428098.786266,20984,1776252.6514219993,7577027.393040001,7348568.238579992,228459.15445999996,9353280.044461995,1076,3021
474,22719453098.782787,20927,1712453.4829579985,7563515.280663997,7320241.623949997,243273.65671399987,9275968.763621995,1069,3025
475,22715556235.537773,21227,1762206.2423499988,7629255.411342002,7397549.631160007,231705.7801820002,9391461.653691998,1056,3020
476,22705372932.636677,20964,1707901.7431669997,7548626.901422999,7320163.945195001,228462.95622799994,9256528.644589996,1067,3022
477,22697968340.213257,20970,1633274.813998001,7508741.387882994,7283104.858005001,225636.52987800012,9142016.201881004,1066,3012
478,22639199712.41948,21243,1706476.476934,7578268.311680994,7343718.481492991,234549.8301880001,9284744.788615005,1083,3011
479,22641739799.139397,21400,1773907.2849660008,7584294.548205998,7358577.857000998,225716.6912050001,9358201.833171997,1103,3012
480,22661310740.997368,21339,1722104.8277959998,7587208.798759008,7348731.495836003,238477.30292300013,9309313.626555,1069,3019
481,22654534217.562325,21405,1741726.3537220007,7577538.984555002,7337726.593847997,239812.39070700007,9319265.338277007,1089,3022
482,22653275811.8436,21526,1715406.8605520003,7619487.752024999,7405135.166608,214352.58541700014,9334894.612576986,1086,3023
483,22681562360.72714,21547,1726555.705127,7620376.459660996,7388289.708308004,232086.75135300015,9346932.164788,1082,3028
484,22686138659.428135,21461,1770314.880063998,7528313.831736993,7287312.154395003,241001.67734200007,9298628.711800992,1072,3038
485,22695629742.500473,21147,1694084.9945449987,7457024.123628998,7225390.984580002,231633.139049,9151109.118173998,1076,3040
486,22706311003.43738,21204,1703052.101265999,7465143.963470002,7241586.637836011,223557.32563400012,9168196.064736007,1083,3047
487,22710321196.09124,21041,1724639.496829002,7343519.155141991,7105133.282533993,238385.87260799998,9068158.65197099,1085,3048
488,22700671337.27283,21196,1732477.2309230017,7391270.594705996,7163116.606095002,228153.98861100024,9123747.825629007,1090,3048
489,22705703216.59127,21268,1752730.846913,7389761.659213005,7149842.265388991,239919.39382399997,9142492.506126005,1084,3047
490,22734331818.384853,21149,1764888.0506989988,7312157.917721,7085910.711178997,226247.20654199988,9077045.968419995,1090,3044
491,22736272601.621376,20872,1711468.5256970003,7227752.721478998,7009323.554609001,218429.16687000013,8939221.247175992,1103,3041
492,22732567937.7845,21131,1715180.8872339982,7340797.007420001,7114113.467939015,226683.53948099964,9055977.894654006,1063,3041
493,22744116768.308426,20982,1677522.7427909998,7275495.461544996,7052092.47326101,223402.98828400005,8953018.204335991,1080,3040
494,22756607315.44458,21272,1750505.8633169995,7332918.815790999,7108177.276925991,224741.538865,9083424.679108,1084,3038
495,22771232974.79649,21128,1723040.8771259992,7279791.118342999,7047666.335042995,232124.78330000004,9002831.995469,1083,3035
496,22789583284.062202,21102,1695381.9591150016,7275049.150898,7042815.626799001,232233.52409900023,8970431.110013016,1109,3036
497,22801813336.374466,21284,1739438.1715470005,7265747.454202001,7069741.770828993,196005.68337299995,9005185.625748992,1067,3036
498,22830844849.20344,21156,1744316.1941159992,7225161.39593299,6997911.911220992,227249.48471199995,8969477.59004899,1081,3038
499,22873579013.689537,21176,1719417.0123190007,7259782.650771992,7021637.610412994,238145.04035899983,8979199.66309101,1074,3039
500,22852658455.110947,21278,1752523.6234939995,7237369.405155007,7007295.005648008,230074.3995069999,8989893.028649008,1077,3041
501,22794903139.97478,21414,1717581.76876,7290907.054062009,7052248.148924996,238658.90513700005,9008488.822822,1090,3040
502,22810377476.386906,20928,1693675.9926969982,7031355.933407017,6794707.1788909985,236648.75451600025,8725031.926104004,1079,3037
503,22745376906.0606,21314,1720487.1245249994,7115368.921062998,6878173.943444998,237194.97761800024,8835856.045587998,1072,3035
504,22781672667.23977,21010,1707388.6873190014,6995626.364228999,6764934.169053011,230692.1951759998,8703015.051548013,1084,3030
505,22600556855.95611,21180,1658734.034748999,7098276.504643996,6876717.204862004,221559.299782,8757010.539392987,1070,3031
506,22600232613.96386,21449,1683896.2308580012,7170085.685372998,6956079.834100995,214005.8512720001,8853981.916230997,1073,3028
507,22567839323.0835,20803,1540932.9212269997,6999846.734538009,6771937.427802008,227909.3067359999,8540779.65576501,1034,3027
508,22586623335.121468,21025,1585785.549424999,7064053.73655801,6837300.050521999,226753.68603600038,8649839.285983004,1024,3023
509,22610003947.264744,21173,1630070.2547079993,7065336.863386,6842782.1368330065,222554.7265529999,8695407.118093995,1055,3024
510,22588758523.42417,21110,1636522.476643002,7032171.721652005,6804576.123878995,227595.59777299996,8668694.198294992,1058,3022
511,22637728145.881916,21137,1624088.0425009998,6983030.907990001,6762742.901506005,220288.0064839999,8607118.950490998,1071,3023
512,22656152037.29198,21198,1585396.7006920013,7021997.328465,6798919.270915994,223078.05754899993,8607394.029157005,1059,3021
513,22686595602.6512,21455,1604112.981209,7102545.458991996,6872196.278588994,230349.18040300006,8706658.440201,1037,3021
514,22671216420.97091,21310,1609515.7783639978,7024991.190612,6806392.809306004,218598.38130600002,8634506.968976008,1029,3021
515,22476173550.896652,21170,1614203.2601990006,6861410.076211,6651894.755922001,209515.32028900014,8475613.336409995,1057,3012
516,22493985848.363213,21239,1602574.734511001,6887770.223388995,6664310.544175988,223459.67921300032,8490344.9579,1060,3010
517,22481238040.040405,21527,1610196.5631480005,6976049.837931994,6754944.405447997,221105.43248400016,8586246.40108001,1061,3008
518,22380307136.01809,21099,1516137.0004679987,6843454.159305003,6629040.427437994,214413.7318670001,8359591.159773001,1050,3010
519,22355453996.921192,20902,1556622.744827,6704298.248849998,6491130.498937993,213167.7499120001,8260920.993676992,1038,3008
520,22411934449.12923,21119,1601052.9035999998,6776630.2867119955,6561918.844237005,214711.44247499993,8377683.190311997,1050,3009
521,22423816005.46901,20997,1584126.4477280003,6737508.937414004,6524603.931995997,212905.0054179997,8321635.385141999,1044,3009
522,22331739656.03664,20982,1570762.8978300004,6717041.8095100075,6499837.670858001,217204.13865200026,8287804.707340009,1043,3004
523,22226152478.286816,20783,1544230.0248750001,6602035.335623997,6385317.260943012,216718.07468100003,8146265.360499,1041,3001
524,22138381507.576553,21127,1539346.1469809997,6702586.913956993,6480789.412559992,221797.50139699996,8241933.060937999,1036,2999
525,21944929264.932163,20983,1513889.705905999,6602293.23382399,6397196.146524994,205097.08729900004,8116182.939729992,1038,2994
526,21924175535.46516,20920,1503164.782127,6564143.974819001,6343685.1723820055,220458.802437,8067308.756946008,1031,2991
527,21802449607.29808,20956,1485576.2270289988,6525879.758741002,6304674.567912998,221205.1908279999,8011455.98577,1031,2987
528,21737769803.65687,21310,1505862.592976001,6592730.671616007,6374835.039390994,217895.63222500033,8098593.264592007,1049,2976
529,21717339085.15295,21286,1489431.5895110008,6562682.488565993,6336224.453330992,226458.03523500002,8052114.078076988,1050,2976
530,21697209082.962887,21208,1452383.7175829995,6542951.385733994,6320737.376274998,222214.00945899988,7995335.103316992,1035,2963
531,21804749802.154938,21341,1475721.0494290006,6594412.227585998,6375644.972727003,218767.2548590003,8070133.277015006,1036,2964
532,21817460645.661064,21481,1480338.5431630006,6628234.976776003,6409904.698998992,218330.27777699986,8108573.519939007,1028,2967
533,21783994147.2986,21360,1460780.319487,6561045.259798994,6354495.719660003,206549.5401389999,8021825.579286004,1042,2944
534,21814492372.711903,21503,1518546.5493740002,6585914.992403998,6355113.009306,230801.98309800008,8104461.541778002,1035,2937
535,21798903569.41789,21217,1447977.0671790014,6511224.852461998,6301696.135023996,209528.71743800014,7959201.919641004,1019,2937
536,21765141117.697952,21594,1516441.1952350019,6552985.275601997,6343594.141550998,209391.13405099997,8069426.470837006,1039,2934
537,21731394373.885307,21406,1485090.4854489986,6494399.900382003,6305413.421746991,188986.47863500006,7979490.385831007,1032,2934
538,21732597322.645786,21058,1439283.437451,6382729.939151,6174203.796906,208526.14224500017,7822013.376602,1031,2931
539,21755527964.838093,21472,1507205.2124059987,6467213.540476005,6268089.551722999,199123.98875299993,7974418.752882003,1015,2930
540,21837205631.43786,21480,1495545.6707739988,6485683.684147999,6272707.2885040045,212976.39564400018,7981229.354922007,1035,2929
541,21854080344.758396,21172,1484265.5539839994,6385741.889260998,6189632.530619002,196109.3586420002,7870007.4432449965,1025,2931
542,21872113567.830074,21284,1504256.888638999,6395870.781906007,6191729.7798170075,204141.00208900007,7900127.670545016,1045,2932
543,21796340953.635178,21124,1450970.023757001,6344252.885190003,6143648.5892570065,200604.2959330003,7795222.908946998,1018,2932
544,21823502285.94703,21022,1453318.17792,6297816.412627994,6094533.658550001,203282.75407800009,7751134.590547989,1031,2931
545,21673243447.482246,21155,1459215.2268629991,6266634.296755001,6070928.641797989,195705.65495699996,7725849.523618001,1019,2931
546,21637834989.75983,21611,1528490.957844,6341133.729028997,6128430.016552004,212703.7124770002,7869624.686873004,1044,2929
547,21655503103.340816,21583,1480877.9184520002,6357812.179762007,6142593.899906994,215218.27985499997,7838690.098213995,1051,2930
548,21726082507.638474,21359,1499682.557423,6264495.989496004,6061105.845114986,203390.14438100014,7764178.546918999,1055,2931
549,21766071182.100227,21283,1447764.7533729991,6280247.110652003,6071819.933320002,208427.17733200017,7728011.864025003,1046,2929
550,21812491878.436512,21209,1442062.627864,6282737.836331001,6096268.009416998,186469.82691399995,7724800.464194986,1050,2934
551,21839712488.768883,21426,1446361.295734,6277005.470135995,6070041.7862149915,206963.68392100008,7723366.765869996,1035,2935
552,21832860292.65119,21391,1449677.9235749994,6229724.600023995,6030972.598038006,198752.0019860001,7679402.523598995,1014,2936
553,21769745271.314156,21536,1462841.192238,6269040.534800994,6052330.390805995,216710.143995,7731881.727038994,1035,2935
554,21825006603.82674,21572,1508980.7665829994,6307141.762057005,6095576.871275003,211564.89078199983,7816122.528639991,1028,2935
555,22049432187.784702,21273,1504894.1218039994,6260780.419205998,6056891.789975992,203888.62923000025,7765674.541010009,1019,2937
556,22054102090.672836,21601,1515794.6118459986,6335567.825643997,6130650.895853997,204916.92979000002,7851362.437489992,1032,2933
557,22081183126.92928,21213,1472165.936656,6236055.422524002,6027585.960522997,208469.46200100018,7708221.35918001,1011,2928
558,22085192251.00088,21414,1522014.022057997,6256153.809324994,6047780.815567997,208372.99375700008,7778167.831383002,1025,2928
559,22080315873.73435,21104,1458507.1522309997,6193249.919484999,5991434.425749995,201815.49373499997,7651757.071716006,1050,2927
560,22086101194.9186,21359,1516327.2364329987,6218475.060781001,6017664.315975998,200810.74480500005,7734802.297213999,1046,2927
561,22109408030.9811,21487,1506087.354298,6261943.956435004,6060089.466423001,201854.49001200002,7768031.310733001,1022,2924
562,22055740205.171726,21488,1499111.3078749997,6236478.491097002,6027834.449245998,208644.04185100013,7735589.798972002,1029,2922
563,21959294096.131447,21361,1503957.137567,6141321.972411006,5933072.288967995,208249.6834430003,7645279.109978005,1039,2920
564,21922356837.245125,21290,1500631.4620160004,6091082.189770004,5895240.630673998,195841.55909600016,7591713.651785995,1012,2922
565,21958011810.684765,21465,1508498.669117,6146560.546775005,5932745.4058580045,213815.14091700007,7655059.215892006,1043,2927
566,21909218295.498905,21314,1462008.9843940006,6097274.670232002,5902630.620644993,194644.04958700013,7559283.654625997,1026,2925
567,21911352429.41882,21432,1516836.928972999,6075458.954645001,5862768.236108001,212690.71853699995,7592295.883618,1037,2921
568,22022928316.83449,21535,1461210.0772479982,6160668.533543005,5933462.1427259995,227206.39081700015,7621878.610791008,1017,2921
569,22035038886.51615,21408,1479671.2566660002,6079626.131557995,5869691.255780995,209934.87577700007,7559297.388224005,1029,2921
570,22056635838.406742,21089,1464694.996631001,6006882.593626007,5791897.155127988,214985.43849799994,7471577.590257007,1016,2923
571,22028539050.854687,21364,1485463.2072979994,6057625.494565998,5862329.101467006,195296.39309899983,7543088.701863992,1037,2922
572,21928035208.025116,21634,1492419.5107619984,6030350.602064005,5850846.363616003,179504.23844799993,7522770.112826,1022,2921
573,21889641633.435146,21154,1508358.1700190008,5899112.304616,5724042.562320006,175069.74229600004,7407470.474635001,1004,2918
574,21898643146.872257,21382,1469144.7740120003,6001861.356567005,5815546.439447006,186314.91712000006,7471006.130578999,1010,2919
575,21895552138.15842,21275,1482741.676779001,5936386.034287003,5747066.454299,189319.57998799995,7419127.711066007,1022,2919
576,21879134170.304836,21545,1505298.204068,5985628.0756049985,5814759.176379002,170868.89922600013,7490926.279672998,1005,2920
577,21897320121.806564,21373,1479395.3457359995,5934702.584806001,5750674.408477005,184028.17632900015,7414097.930541989,1026,2919
578,21857567223.311726,21305,1441873.1634339993,5911599.733674006,5734317.384409001,177282.34926500003,7353472.897108,1024,2920
579,21898391706.924866,21554,1506916.8491169987,5921558.078389994,5731899.940743,189658.13764700014,7428474.927507003,1008,2912
580,21887150568.89372,21348,1504211.6538739994,5841654.170964005,5650946.091169005,190708.07979500003,7345865.8248379985,1012,2915
581,21887105805.085033,21324,1491793.894663001,5819668.166454002,5643041.504035003,176626.66241899997,7311462.061116998,1001,2917
582,21932976973.70454,21124,1466231.8687260002,5785638.440491993,5600880.8259010045,184757.61459100008,7251870.309217995,1017,2874
583,21822469474.536007,21080,1471167.1434150005,5720658.661334997,5536018.752056997,184639.9092780001,7191825.804749992,1015,2871
584,21798391155.204655,21289,1462036.94462,5769123.638621995,5584820.854740006,184302.783882,7231160.583242002,1016,2872
585,21808768736.065712,21403,1488196.1046950005,5776826.069638997,5588185.218371003,188640.8512680001,7265022.174333998,1025,2874
586,21732932915.137043,21420,1519295.6414779993,5715691.897820002,5528184.696386004,187507.20143400008,7234987.539298,1008,2874
587,21741130576.69622,21440,1520609.3842360002,5718860.313686999,5538883.8898209995,179976.42386600014,7239469.697923007,1010,2878
588,21752023558.94228,21581,1482249.1215689995,5787149.926488995,5613780.408067003,173369.51842199982,7269399.048057995,1028,2879
589,21766293850.806084,21062,1464411.453528001,5603729.254823997,5439469.176949998,164260.0778740001,7068140.708352001,1003,2880
590,21834289199.20885,21622,1518660.3975010016,5759190.439863002,5588340.465565005,170849.974298,7277850.837363999,1002,2879
591,21737104837.933693,21347,1522689.9879210007,5642755.518491003,5467255.427705997,175500.09078499995,7165445.506412007,1010,2874
592,21768154434.483376,21206,1507305.4061750004,5596367.907034995,5427315.971481,169051.93555400005,7103673.313210008,1008,2875
593,21884432047.703247,21463,1515247.7484490015,5671954.353670997,5503411.939879,168542.41379200006,7187202.102119997,1004,2874
594,21796543431.606354,21302,1481226.9236509989,5642079.72146499,5474625.201002991,167454.520462,7123306.645115993,980,2871
595,21775051520.898815,21501,1521302.4915259993,5662273.727448,5479146.505739996,183127.22170800003,7183576.218974,986,2869
596,21773369871.3556,19470,1390253.0476199992,5096304.189954001,4934693.221288996,161610.968665,6486557.237573997,969,2878
597,21430486660.512627,21256,1453456.5801069997,5512034.875859995,5354814.914388003,157219.96147199997,6965491.455966994,1001,2880
598,21343208608.3776,21441,1501662.5656079992,5484179.452798998,5320551.237446007,163628.2153530002,6985842.018406997,1004,2880
599,21480447664.888157,21374,1505261.6290909997,5465566.953059999,5301141.408947005,164425.544113,6970828.582150992,1011,2880
600,21398446571.51061,21200,1718963.4060339993,5205251.194749998,5043568.108986998,161683.08576300013,6924214.600784006,995,2884
601,21341397816.18839,21137,1740912.6278060006,5145630.160523,4979462.660250992,166167.5002719998,6886542.788329005,991,2882
602,21451565514.021805,21520,1733044.5735739996,5276986.959760002,5122240.145935996,154746.81382399987,7010031.533334004,1001,2880
603,21475204604.420357,21323,1751165.1094879988,5200029.995464996,5046036.627564997,153993.36789999998,6951195.104953007,983,2878
604,21380792173.008934,21368,1693526.313911,5232517.017710999,5073567.864426004,158949.15328499998,6926043.331622004,976,2876
605,21393258962.888855,21340,1724921.1310939991,5181891.516792998,5010378.659739997,171512.8570529999,6906812.647887001,1003,2879
606,21385329421.9866,21729,1734768.8816589997,5234686.720995996,5066346.994408997,168339.72658699998,6969455.602654997,985,2881
607,21404991557.392998,21336,1628186.9116630019,5206751.9186040005,5034705.718896002,172046.19970800006,6834938.830266996,989,2880
608,21452877819.651585,20964,1659469.6937929988,5071596.057368999,4881581.012763998,190015.04460499994,6731065.751161999,957,2864
609,21514024128.616703,21040,1643132.9199029994,5113251.703674,4934084.357702999,179167.3459710001,6756384.623577004,978,2866
610,21570932611.491543,20911,1678160.9257630005,5049070.910566,4872652.322982993,176418.58758300002,6727231.836328992,962,2866
611,21556514440.366013,21082,1664821.5431300004,5086105.756824999,4916198.632317002,169907.12450799995,6750927.299954997,966,2875
612,21333861050.004173,21093,1652830.3019609996,5026055.925824001,4873002.179706001,153053.74611799992,6678886.227785,968,2874
613,21331595884.01638,21205,1632138.3514829993,5063704.869620998,4911760.691005999,151944.17861500007,6695843.221103997,974,2872
614,21513392623.540985,21380,1668864.4193799987,5128204.844242999,4969285.076216004,158919.76802700004,6797069.263623002,991,2870
615,21523562757.696983,21337,1651747.3289319985,5127106.337840996,4965273.770517999,161832.56732299994,6778853.666773002,969,2871
