epoch_no,source,total_active_stake_ada,active_pool_count,lt_3m_ada_stake_ada,lt_3m_ada_pool_count,3m_10m_ada_stake_ada,3m_10m_ada_pool_count,10m_20m_ada_stake_ada,10m_20m_ada_pool_count,20m_30m_ada_stake_ada,20m_30m_ada_pool_count,30m_40m_ada_stake_ada,30m_40m_ada_pool_count,40m_50m_ada_stake_ada,40m_50m_ada_pool_count,50m_60m_ada_stake_ada,50m_60m_ada_pool_count,60m_70m_ada_stake_ada,60m_70m_ada_pool_count,gt_70m_ada_stake_ada,gt_70m_ada_pool_count
330,local_history,24587384093.65376,3022,642856926.3731539,2212,1304111880.014499,224,2068677672.4524415,134,2581619436.4115243,106,2955304548.562653,86,3017788869.4520745,67,3514952902.801289,64,8502071857.586112,129,0.0,0
331,local_history,24665771640.296295,3029,639149205.3917912,2215,1297974305.600374,225,2126828523.6524355,138,2416552778.6519294,100,3049451961.806478,89,3061185199.022729,68,3393639890.4845624,62,8680989775.685984,132,0.0,0
332,local_history,24727842768.797054,3023,647958970.2553035,2213,1249736419.590736,218,2154292764.1883774,140,2547509499.0523853,105,2890280248.0773134,84,2952630478.272045,66,3499260431.5827665,64,8695337909.053217,132,90836048.724857,1
333,local_history,24714063915.931484,3016,644169360.8899261,2206,1239861763.7527137,218,2227104595.4233265,143,2519740628.272735,103,2824459115.3169403,82,3153797998.321201,70,3334029929.8308797,61,8700749922.606852,132,70150601.516866,1
334,local_history,24776127551.43985,3025,646457259.898118,2216,1237269796.7218683,217,2274949271.4896336,146,2308093152.154497,94,3019842825.1129584,88,3146238666.581893,70,3191538968.9351525,58,8872521010.001951,135,79216600.543732,1
335,local_history,24769119181.72966,3016,652124510.0623493,2209,1218153666.8958347,214,2351469359.695387,150,2316652256.0406804,94,2959828852.933065,86,2959193133.7875776,66,3290574752.390068,60,8941927129.217104,136,79195520.707571,1
336,local_history,24767062828.320576,3018,638395105.8900323,2206,1269047238.2754233,221,2322424811.918517,149,2323664199.5285378,94,2934083275.742965,85,2919589525.9704714,65,3339339496.2428875,61,8941311840.259817,136,79207334.491902,1
337,local_history,24753443176.758488,3021,636956461.573262,2210,1257328657.9633505,220,2228133130.786142,145,2376132552.228926,97,3007607360.112165,87,2741925268.7664366,61,3610417439.0204687,66,8815698708.557161,134,79243597.75057,1
338,local_history,24621517986.831455,3015,642338954.601913,2207,1228555601.9333172,215,2298817836.7577715,150,2309468123.990507,94,2930449078.7008295,85,2786660667.8236046,62,3562546392.934269,65,8791405957.79725,136,71275372.291919,1
339,local_history,24682659914.204533,3014,635779424.3163214,2202,1229396322.4181907,217,2268702994.3488398,149,2312173049.606,94,2977887908.972784,87,2729288669.7558956,61,3780734253.4290094,69,8673943746.124079,134,74753545.233403,1
340,local_history,24476700813.527348,3008,635504360.8446368,2199,1209462333.7627914,214,2338462103.661732,153,2383089225.5515566,96,3007413138.5448055,87,2708615234.22746,60,3850080956.550456,70,8197089280.400352,127,146984179.983602,2
341,local_history,24555840771.80778,3008,640449476.6871474,2195,1206466547.6575284,218,2273503564.153177,150,2474073349.613054,100,2883913222.745833,83,2877420459.211914,64,3583380929.424189,65,8458113193.589003,131,158520028.725898,2
342,local_history,24660991673.7675,2994,640938815.2260923,2182,1208052677.9462156,217,2260719786.478111,149,2423792373.358903,98,2863544431.2042127,83,2873759369.748192,64,3451173982.8859735,63,8777327744.83957,136,161682492.080217,2
343,local_history,24538091587.04569,2988,631804755.7636584,2177,1218753138.813406,220,2236982786.7343197,147,2420392238.0488105,98,2855681544.5968943,83,2736452409.2909946,61,3930474766.686179,71,8343034077.801194,129,164515869.310325,2
344,local_history,24602095926.151264,2981,631372439.9791747,2168,1242858735.9179773,224,2198217642.5890017,145,2363787304.3896236,96,2775857624.7851458,81,2809666752.0861926,63,3801949654.788687,69,8531805244.047009,132,246580527.568443,3
345,local_history,24677704327.308292,2978,622311429.9036151,2155,1263743462.3225663,228,2219584308.6521225,147,2411803697.5554237,98,2898488424.483384,84,3052581105.449464,68,3472732473.5463448,63,8656704207.067364,134,79755218.327964,1
346,local_history,24637590261.789734,2974,628866900.1095712,2152,1296230101.6369123,230,2280264283.4425764,150,2294583689.345046,93,2853528672.029775,83,3000951416.5866747,67,3413044830.7990026,62,8790361838.381174,136,79758529.458978,1
347,local_history,24669825450.454876,2974,625370370.7048248,2150,1296953893.3392968,232,2256087263.406841,149,2238193012.393847,91,2856274099.768054,83,3179213653.898038,71,3474617859.8192034,63,8663327863.610558,134,79787433.514218,1
348,local_history,24670614381.38148,2975,629438567.6799487,2152,1299497672.631804,233,2247836041.319777,148,2243299514.478594,91,2965155094.0567927,86,2932780065.0598598,65,3521729611.8909483,64,8751087211.230669,135,79790603.033051,1
349,local_history,24435357519.567112,2966,623831163.5131811,2145,1306260083.1502154,235,2238704417.0585275,148,2246232456.7471743,91,2967627305.1161046,86,2872709364.032907,64,3291843462.8178077,60,8808362455.68727,136,79786811.443887,1
350,local_history,24444238585.04716,2964,629169629.3277864,2143,1275897307.0327954,233,2236921205.3307023,148,2353041355.578528,95,2931648979.483393,85,2825159805.5075765,63,3410913968.965951,62,8701731115.492397,134,79755218.327964,1
351,local_history,24456415918.186268,2964,625091605.1116158,2142,1265100905.0541687,232,2244250458.6355596,149,2370271539.108593,96,2934171865.914791,85,2922313636.143737,65,3367039083.6265388,61,8648401047.600016,133,79775776.991204,1
352,local_history,24441961174.746616,2965,636623380.6439004,2146,1261015630.750605,231,2226028383.071651,148,2336535251.799241,94,3037755570.481591,88,2738049882.797197,61,3475249336.015021,63,8650914781.788095,133,79788957.399235,1
353,local_history,24453012636.354958,2963,644185315.6192545,2146,1262860504.1433427,231,2183638804.515584,145,2300216609.981615,93,3058568205.0536523,89,2786051255.710825,62,3246724403.675964,59,8820690918.728312,136,150076618.926363,2
354,local_history,24463445965.412773,2959,642542473.938159,2145,1243033716.8226128,227,2172271938.827351,145,2411556398.2842474,97,3127449811.302314,90,2610498366.7988153,58,3205408872.2982445,58,8970897048.079884,138,79787339.061099,1
355,local_history,24525857119.151546,2966,649530506.462099,2154,1225966253.0391996,223,2181031112.8038793,145,2453095629.2093325,99,3090215023.831527,89,2623037418.781038,58,3200362455.610969,58,9022826334.714165,139,79792384.699338,1
356,local_history,24492895353.990475,2966,649212623.3367331,2152,1235104851.8112833,226,2131040283.3477716,142,2562783167.472388,104,3061538072.3858104,88,2441948240.1207848,54,3363983018.202356,61,8967496882.507633,138,79788214.805641,1
357,local_history,24507422389.30373,2968,647359804.2525176,2153,1238365367.0223763,227,2124347033.450979,142,2587483757.5865583,105,2941460063.833164,85,2474916869.2948785,55,3318558354.3355546,60,9095142427.08357,140,79788712.444095,1
358,local_history,24552945219.532307,2970,652847508.8429737,2153,1235836508.730143,228,2112553175.009885,142,2556311777.553304,104,2972746205.620547,86,2578174346.010723,57,3256263864.4913898,59,9114306748.397297,140,73905084.875977,1
359,local_history,24623552540.37236,2970,651445319.0777844,2153,1251050427.03235,229,2061230725.3509958,138,2482771909.43308,102,2988351424.8243213,87,2802307357.048451,62,3261141867.0148606,59,9054934930.877544,139,70318579.712949,1
360,local_history,24636399918.286034,2980,656968735.3060377,2164,1255201650.5774853,230,2081803142.9514146,138,2505408799.4833164,102,3012575587.78159,87,2768988552.8041506,61,2974604320.981938,54,9240259617.271383,142,140589511.128712,2
361,local_history,24732308831.147827,2986,667092851.8784547,2172,1250238227.3537018,227,2077034994.3039248,139,2474366479.5200176,101,2894474387.813385,84,2825269552.5436296,62,2964048202.4626684,54,9437811526.089071,145,141972609.182964,2
362,local_history,24724295922.90816,2985,680709638.8665514,2172,1238074681.3334908,225,2072242100.9436474,139,2509081676.507872,102,2883692046.843197,84,2916261803.471237,64,3108665132.8234606,56,9245259393.185787,142,70309448.932916,1
363,local_history,24782466023.48011,2984,680625236.3756037,2170,1207875977.5299473,222,2104108621.3957758,142,2483544570.154548,101,2907158569.5551186,85,2908730887.614179,64,2923835519.6863365,53,9354027690.887743,144,212558950.28084,3
364,local_history,25054390221.57303,2986,685281935.3663961,2168,1213428364.3892357,222,2118781417.2610795,143,2457898593.2732763,100,2872097063.321012,84,3005000734.715072,66,2935762984.734607,53,9554676679.929462,147,211462448.582926,3
365,local_history,25043681533.090954,2986,680618616.5465437,2169,1219943290.967218,222,2096019623.7366436,141,2450990696.3756742,100,3009550490.2004647,88,2790477705.9698315,61,3101730311.047563,56,9412856533.147366,145,281494265.0996,4
366,local_history,25028585125.722538,2977,682994137.9639789,2159,1235548119.5506392,224,2060235549.651256,139,2528249321.0225754,103,2991331426.967375,87,2739916355.522481,60,3388407256.6989613,61,8770248858.846087,135,631654099.499091,9
367,local_history,25065995673.156605,2980,678777502.8129675,2161,1215933426.1805515,223,2108855729.147185,142,2511996520.7174196,102,2947322797.4894385,86,2840578597.2516603,62,3044668707.5958457,55,8946002125.007826,138,771860266.953698,11
368,local_history,25069171797.357857,2985,683177918.0333989,2165,1208321536.4286861,222,2192025986.3226857,147,2452998724.6797724,99,2947598139.379492,86,2883231731.6439314,63,2989858670.6573596,54,9005615951.322672,139,706343138.8897641,10
369,local_history,25153834365.1088,2982,675570575.8021855,2157,1248507169.1037405,229,2163684239.105849,144,2367059131.8651433,96,3001365467.8402424,88,2814174425.2484837,62,2914191900.831046,53,9262398997.460854,143,706882457.85124,10
370,local_history,25170337993.63893,2984,696412873.9645071,2165,1260115015.7578518,227,2064293346.0030823,138,2487531632.1765842,101,2946494910.851734,86,2638883134.8216434,58,3018587747.7386394,55,9340418044.660593,144,717601287.664207,10
371,local_history,25107902330.817505,2976,695520709.7960958,2156,1262334872.0157063,228,2109092061.9063387,140,2469087691.184891,100,2918071232.2126174,85,2727677706.4092364,60,3035670333.0401855,55,9102358394.8415,141,788089329.4108511,11
372,local_history,25087226705.234264,2974,676204814.2300184,2143,1323608389.2146993,241,2112415848.5287948,141,2224727816.8767304,91,2981961141.7186713,88,2745188968.94438,61,3132556554.9249988,57,9031476205.615995,140,859086965.1799059,12
373,local_history,25090663550.263504,2975,669823729.3980861,2141,1333805578.5103128,244,2150001792.5767126,143,2187966483.6444306,89,3012358762.093834,89,2704114822.232111,60,3011338598.3705163,55,9163377141.876537,142,857876641.5608208,12
374,local_history,25097784395.98756,2979,673686221.8406613,2146,1320712292.5677261,242,2170663778.7256927,144,2189117229.677356,89,3011921481.161948,89,2697472707.789555,60,3073271783.5588284,56,9171597979.3862,142,789340921.279495,11
375,local_history,25174903471.204334,2981,677400015.4454662,2146,1313732254.1341467,243,2155377592.543581,143,2223688464.2160907,90,3062563772.845244,90,2657032254.563932,59,2988873212.6379437,55,9235826966.889826,143,860408937.9280089,12
376,local_history,25272403210.02359,2987,673709950.4595677,2152,1318872723.066169,244,2185576253.220423,144,2263159620.6069646,91,2979252767.471503,87,2515162096.807178,56,3049705039.3622766,56,9519162559.579546,147,767802199.44994,10
377,local_history,25197315592.27245,2980,664912269.9874834,2146,1351946647.6682339,249,2090754717.9228597,137,2249469484.7594805,91,3160629486.3423257,92,2443746487.0358467,54,2894824803.416863,53,9442599064.274467,146,898432630.8648322,12
378,local_history,25116738054.461662,2980,666346658.1349179,2145,1375690768.8537877,252,2113579619.5856538,138,2248241737.5636578,91,3178498021.96176,92,2311225310.2708664,51,3177506527.6856723,58,9147956454.483025,141,897692955.9222771,12
379,local_history,25058875481.57262,2978,658984033.8579148,2142,1367979411.1523924,252,2128094492.8647397,140,2287947439.145008,92,2992588333.8825502,87,2430950550.891474,54,3223980300.42136,59,9149336372.765656,141,819014546.591433,11
380,local_history,25065309972.207092,2982,661008315.8609343,2144,1369868839.674919,253,2156120327.9838014,142,2283685409.8838143,92,2926627478.2304907,85,2524851777.3536305,56,3162132507.7632227,58,9162476029.987709,141,818539285.4685131,11
381,local_history,25090595813.78864,2981,660040920.1963347,2141,1368997033.6984813,255,2168974432.9375415,143,2235254096.2398014,90,2847979266.090915,83,2595454133.9478493,58,3328016036.8060055,61,8901299327.407595,137,984580566.464064,13
382,local_history,25079111896.910122,2978,656838074.1537519,2137,1360420256.5098839,254,2163547389.5151563,144,2223850539.0159354,90,3114734301.1380186,90,2540296291.8793583,56,2943561352.200486,54,8810703658.009674,136,1265160034.4878297,17
383,local_history,25226159003.727356,2979,664087466.6415628,2139,1340356507.308966,251,2117051304.868132,142,2294236166.4094267,93,3039109260.774234,88,2557172185.307334,56,2792990077.1781745,51,9316908646.450966,144,1104247388.7884402,15
384,local_history,25363740356.767868,2960,662667542.6236423,2117,1358360065.8415163,254,2129747206.528941,143,2311608002.8123603,93,2973841393.0690713,86,2456453114.3477683,54,3062124814.6659317,56,9269382542.318909,141,1139555674.559651,16
385,local_history,25388654503.848225,2960,665749462.6998911,2117,1356491392.3411424,252,2137413886.0310576,144,2308770002.4592576,93,2878883814.2448688,84,2562919470.1786904,57,2936988222.487626,54,9541986368.658468,145,999451884.74714,14
386,local_history,25107872285.168644,2957,671076489.4364496,2126,1359844231.7203875,249,2085066862.5827808,140,2244091562.212983,91,2978044476.0708222,87,2383389286.679846,53,2759980912.4120383,51,9485957453.083714,144,1140421010.969523,16
387,local_history,25418973672.435833,2952,670199969.0720854,2114,1377754374.5216775,251,2065946131.0492969,139,2174871199.433732,89,3037460101.7706795,89,2382331183.810228,53,3015225243.3417687,56,9553709072.794264,145,1141476396.6420302,16
388,local_history,25427056571.85636,2955,668260528.9698695,2117,1378752353.2557018,251,2099950146.8349583,141,2218949901.1384845,90,2905565242.4492674,85,2423831242.1970515,54,2954824524.8405366,55,9351454787.069294,142,1425467845.101131,20
389,local_history,25480925138.421543,2971,671784155.3941755,2132,1392140908.5783331,253,2078676702.5019062,140,2250844597.528838,91,2845814735.631119,83,2428410147.5503087,54,2903178701.5738416,54,9552973772.806524,145,1357101416.856383,19
390,local_history,25522388224.360863,2965,664769462.1876988,2121,1416633502.95988,258,2066066353.891796,139,2259589931.940918,92,2851689021.1219797,83,2335086173.5357614,52,2837717533.143223,53,9378503673.799088,143,1712332571.780406,24
391,local_history,25528807081.252354,2962,671328476.5216428,2122,1405180952.334015,254,2023597774.8859322,137,2363982163.4967914,96,2868681491.354415,83,2259644072.5809236,50,2909461643.9331446,54,9525229323.57322,145,1501701182.5721831,21
392,local_history,25527915779.761406,2962,680812075.0554545,2126,1380320200.2876785,249,1998571598.1758242,135,2433095957.4351125,99,2923900959.8967047,85,2218907460.477139,49,2736386617.8487763,51,9724002309.97826,148,1431918600.606385,20
393,local_history,25470229362.739735,2959,683702869.9751599,2118,1432817640.9413157,255,2001678954.182293,135,2434129206.680244,99,3048715209.681324,88,2031783641.4726992,45,3124299311.2444654,58,9421075625.362062,143,1292026903.200079,18
394,local_history,25488557413.70413,2950,693615001.5081953,2111,1396182959.2564497,249,2041254545.142311,139,2400628461.084185,98,3049838325.108336,88,2130647460.015295,47,3130298513.258066,58,9563232435.933624,145,1082859712.397554,15
395,local_history,25227525931.32743,2951,701570542.4267732,2115,1403971384.3437598,249,2042583341.8245661,139,2464791537.0004916,100,3062573902.980314,88,2187287711.3621883,48,3018857876.806972,56,9052909505.294954,138,1292980129.2873802,18
396,local_history,25227033187.95084,2949,706738518.536944,2114,1373818759.385314,246,2072996920.4252357,141,2525916945.819849,102,2922354646.437163,84,2268949924.08421,50,2961290832.8772087,55,9171356064.227629,140,1223610576.1572146,17
397,local_history,25226742158.734383,2951,707743921.0332593,2117,1372137618.0646582,245,2105555923.1406326,143,2475469071.5324802,100,2957792323.299056,85,2271236794.307273,50,2799435736.006767,52,9382746641.246368,143,1154624130.103798,16
398,local_history,25191424718.540997,2949,700311937.055192,2112,1415299363.2805882,251,2075361100.1240435,140,2493201953.939563,101,2987208344.1379247,86,2268682050.7783523,50,2689194505.064314,50,9066757424.266644,138,1495408039.8942294,21
399,local_history,24933592431.810272,2943,685639915.5427085,2102,1445662530.2566366,258,2111291876.226661,142,2474845702.928935,100,2914293910.8790927,84,2445196411.9057646,54,2525532450.7464957,47,8622817991.332762,132,1708311641.99114,24
400,local_history,24723813844.048306,2945,680558194.4341034,2105,1463816175.8210168,263,2086625311.1264184,140,2513324037.158889,101,2963645476.020091,85,2208096751.1766543,49,2471128350.562086,46,8696898046.700588,133,1639721501.048369,23
401,local_history,24624938957.043167,2938,691383487.9568871,2106,1437991972.5063887,258,2072279391.562952,139,2339727581.239896,95,3095328323.591503,89,2354668458.1460705,52,2245172918.67237,42,8679410360.001923,133,1708976463.3651354,24
402,local_history,24636696730.207344,2932,686508752.965939,2103,1461067530.270294,258,2024936137.6402931,135,2244110258.0001903,92,3182342124.045612,92,2450157289.900393,54,2432869759.9629006,45,8373565023.445475,128,1781139853.976174,25
403,local_history,24548497878.810303,2932,685612173.624285,2099,1498201967.1488247,264,2004794907.000347,134,2314914330.9837546,95,3150610423.698595,91,2262774076.398728,50,2478488572.374428,46,8230505676.436313,126,1922595751.1449633,27
404,local_history,24344075637.969955,2916,677489672.3690445,2085,1510857758.0815916,266,2022065283.8927817,134,2282583630.2602763,93,3229844713.424366,93,2262946035.562175,50,2433349124.0638676,45,8071547187.237368,124,1853392233.0784094,26
405,local_history,24343646388.238266,2906,682185483.874312,2084,1505767651.9906619,263,1967749724.9491565,131,2405564874.0076494,98,3177816204.749203,91,2121538460.8555737,47,2531893706.5838604,46,7912295971.831385,121,2038834309.396434,25
406,local_history,23852951996.36432,2903,700157887.3083097,2093,1460059984.0598423,256,1958038516.2047033,132,2450401749.045614,100,3165271786.9688706,91,1919143280.332243,43,2561747974.4684205,47,7669959380.211437,117,1968171437.764794,24
407,local_history,23803294025.775032,2900,694218872.5723104,2089,1401764846.5629303,251,2005808647.4738247,136,2427394202.819878,99,3032806316.2731137,87,2194746373.1805253,49,2646726869.278671,48,7756715845.021049,118,1643112052.592654,23
408,local_history,23823562870.11176,2901,687466946.1115012,2090,1383289666.665063,250,2092131495.623429,140,2339283184.739774,95,3007211442.3792996,86,2277394869.2248745,51,2640773374.7380714,48,7609076347.236284,116,1786935543.3933902,25
409,local_history,23308171278.006115,2909,697587081.1609377,2101,1392185700.6660943,253,2110767763.0600505,142,2470012249.033625,100,2886743627.016089,82,2313030727.6098566,51,2639553239.155797,48,7084458208.275511,108,1713832682.0281258,24
410,local_history,23407071901.31579,2906,690083850.467316,2093,1428848791.7694445,259,2120956243.422761,142,2469661063.265314,100,2729336608.823878,78,2436025609.53716,54,2396436559.3651905,44,7135103613.465429,109,2000619561.1992917,27
411,local_history,23152102274.859123,2909,689280517.7125423,2101,1456402829.0402389,260,2108197348.7930622,141,2449190775.659534,99,2662105656.787753,76,2578728576.824107,57,2273724408.6270485,42,6804582533.62717,104,2129889627.7876256,29
412,local_history,23113327351.010166,2905,689856220.5154276,2098,1463635642.3468456,260,2111637228.4127367,141,2385627058.5316486,97,2724559033.711399,78,2585725708.6521454,57,2169948085.725675,40,6994867008.925527,107,1987471364.1886837,27
413,local_history,23094499841.876003,2902,693104345.2372899,2097,1443216591.5106115,257,2168650775.041029,145,2312717683.055537,94,2645379458.3068347,76,2527393639.968627,56,2324481382.0700436,43,6785556780.926806,104,2193999185.7592063,30
414,local_history,22295045136.549706,2899,666344768.3496281,2108,1421405968.198281,254,2200771737.8543763,147,2348112804.494461,95,2541621253.8633347,73,2330265843.525443,52,2587840304.5033627,48,6151029798.296776,94,2047652657.463985,28
415,local_history,22038246193.16702,2929,659957293.7957815,2138,1458784515.3694296,258,2180462091.489726,146,2388154600.844418,97,2461553420.3214192,71,2340605824.942221,52,2804339195.23694,52,5630883471.071697,86,2113505780.0953488,29
416,local_history,22759595184.076767,2926,663466027.9121355,2111,1470049318.724899,258,2180667637.6027784,146,2420650277.6709476,98,3255543322.323995,96,2241921095.5336494,50,2932191648.185565,54,5636456621.583803,86,1958649234.538959,27
417,local_history,22842302638.51478,2927,667482315.1405329,2111,1456475182.377891,255,2161897875.4002953,146,2511746204.281407,102,3182741509.72446,94,2235247344.950245,50,2856101160.758752,53,6094194320.492897,93,1676416725.388241,23
418,local_history,22760011177.229538,2915,667111419.4464641,2099,1430643319.9345615,252,2191655599.755501,149,2460500971.0778613,100,3449935361.920501,101,2310895031.3119006,51,2768089785.877933,51,6033451123.138753,92,1447728564.766048,20
419,local_history,22729170693.675724,2919,666241884.4920415,2100,1397863323.183035,250,2253374346.535256,154,2483716155.6673946,101,3367321055.6162567,99,2493701459.113714,55,2599075996.596436,48,5876316753.089938,90,1591559719.3816502,22
420,local_history,22735339826.891167,2912,656786924.9141281,2090,1412644733.8183897,252,2297905790.380937,155,2541757261.4549513,104,3262689563.9922175,96,2345286606.339102,52,2757767057.762434,51,6002626321.756054,92,1457875566.472983,20
421,local_history,22754191715.16417,2919,652536494.649362,2090,1414221438.7531214,254,2309364505.2388415,156,2565846464.6558957,105,3442038646.781011,101,2687503916.641832,59,2691442533.7965636,49,5476570693.029822,84,1514667021.6177013,21
422,local_history,22738857806.901493,2926,658646922.7729987,2098,1414880651.9528785,253,2284136687.86534,154,2637824400.1899486,108,3450415708.8910065,101,2640709853.48974,58,2677272938.7496295,49,5470439485.502543,84,1504531157.4873872,21
423,local_history,22773418178.320267,2925,666502967.6987537,2096,1412859020.2131789,253,2312239682.138556,155,2647800723.432227,108,3371251850.9010444,99,2624152469.7651057,58,2850676939.9451585,52,5592667906.634763,86,1295266617.5914948,18
424,local_history,22711253346.60051,2927,651439323.4144548,2092,1467485396.2902555,261,2311362040.8627734,155,2655329564.446892,108,3408280597.9960318,100,2449361151.3721256,54,2885586687.6989393,53,5660227218.207615,87,1222181366.311367,17
425,local_history,22676707531.012207,2928,655493307.0306542,2093,1499979196.408462,263,2291564215.4090977,153,2648117592.0695815,108,3440509688.8081756,101,2396634029.835863,53,2941455126.351974,54,5584151836.089486,86,1218802539.0088341,17
426,local_history,22732516900.65618,2931,660677401.0439167,2095,1522483832.6572735,267,2209796239.0370307,148,2614096657.1741652,107,3588830107.891503,105,2315603086.623277,51,2947415400.3431034,54,5651170878.392096,87,1222443297.493792,17
427,local_history,22579357645.29601,2938,667536290.4798266,2104,1510018599.9600418,268,2254524624.2956705,151,2595061409.2537217,106,3468775866.6473217,102,2585957431.3672767,57,2586727713.731552,47,5307971804.289378,82,1602783905.271187,21
428,local_history,22632865782.292988,2936,665258737.9877548,2099,1499375640.689516,266,2297118568.9816766,154,2465363144.8150144,101,3532347985.9040236,104,2739569986.466857,61,2790143676.168694,51,5116061865.701108,79,1527626175.5783129,21
429,local_history,22662176862.96537,2945,665350596.6402091,2109,1482167414.146474,263,2329763515.8176246,156,2412078734.0358386,99,3635592238.637704,107,2650280999.658615,59,3079859016.0833297,56,4661014274.466453,72,1746070073.4791927,24
430,local_history,22686201305.546085,2945,661746659.5697123,2108,1498893865.5254695,265,2316040923.9715543,154,2450603892.991518,100,3652952507.754026,107,2708550736.4246635,60,3015942913.5570097,55,4930192417.526067,76,1451277388.2260673,20
431,local_history,22674711468.93432,2929,648604890.9582304,2090,1514954341.4738636,268,2356191498.260064,156,2419439631.8466635,98,3654755340.0854917,107,2708556811.590271,60,2979669784.038721,54,4798763563.421005,74,1593775607.2599978,22
432,local_history,22695615637.522026,2927,651551155.0172669,2092,1528628699.7741964,266,2310328630.628937,153,2425051517.150177,98,3774180510.9376116,110,2621875736.0948253,58,2978081756.2850556,54,4810125109.651232,74,1595792521.9827769,22
433,local_history,22739705233.01699,2921,641568803.3272614,2080,1533432301.3620799,269,2356607268.4072266,157,2348632694.0501695,95,3799152706.3299003,111,2659324483.3968306,59,2982194113.265926,54,4748874679.041087,73,1669918183.8365676,23
434,local_history,22870877219.04097,2923,633829565.0640548,2076,1580387361.6605294,275,2332729287.142721,155,2408651907.8924637,97,3812920683.5436454,111,2577176701.3285737,57,2917187257.88232,53,5011098235.932947,77,1596896218.5937514,22
435,local_history,22726035890.48704,2922,636115395.4344862,2080,1563715621.8046505,272,2399504327.9683657,160,2369130080.91851,95,3693840072.9563,107,2451234927.418054,54,3007012270.244117,55,5228401471.008382,80,1377081722.734231,19
436,local_history,22679217241.34798,2927,635280432.0235778,2086,1569934959.8128548,273,2388691028.9120097,159,2394995304.937602,96,3628217981.4416184,105,2448861707.4629364,54,3179838744.3535614,58,4706821829.674024,72,1726575252.7298417,24
437,local_history,22701589918.36632,2925,633323844.9008565,2076,1609559441.4943829,277,2280181921.655049,153,2440357215.42463,100,4031665106.630996,117,2539178334.755999,56,2921344758.781817,53,4518509861.151564,69,1727469433.571061,24
438,local_history,22737914126.995117,2924,635095736.7426975,2076,1615785849.1838627,275,2211752484.723084,150,2557162010.6337614,105,3925464225.275995,114,2633591902.5717206,58,2982814333.303143,54,4375963267.257639,67,1800284317.3032174,25
439,local_history,22801871441.552044,2922,628340353.7681618,2071,1604158874.1683257,274,2238119988.4228554,153,2552924176.3924828,105,4007960749.9479756,116,2546208400.3363714,56,2977153991.9849906,54,4298251236.679222,66,1948753669.8516796,27
440,local_history,22514867910.780052,2920,631001224.3146671,2097,1496302643.7104383,261,2098826104.8045654,142,2391683833.801245,99,4036009647.253941,117,2489423060.699758,55,2988880374.7702,54,4361449541.267197,67,2021291480.1580253,28
441,local_history,22955109945.068604,2919,628717516.7081672,2095,1510457846.536651,263,2044053846.3965545,139,2412315535.469579,100,3714198219.77287,108,2253969647.11549,50,3008086918.0413237,54,4885455029.206137,75,2497855385.821846,35
442,local_history,22940355522.696346,2918,620830825.9448991,2096,1514425345.0014963,263,1997299083.652212,136,2412719360.5904055,100,3629529812.650436,106,2480780136.550284,55,2844363914.12697,51,4595683049.068577,71,2844723995.1110554,40
443,local_history,22988928834.088245,2914,616614359.8676871,2091,1506672610.0939565,261,1995591350.6704733,137,2436741447.6042795,101,3494596959.5008235,102,2713798969.400963,61,2840768297.592104,51,4471102042.382411,69,2913042796.9755273,41
444,local_history,23004649208.04591,2886,614576369.6525363,2061,1510034316.610578,262,1997365594.0787451,137,2442961313.3009496,101,3558065210.0928226,104,2660543232.430276,60,2952395048.333416,53,4144498586.537156,64,3124209537.009467,44
445,local_history,23045467808.136024,2886,618096968.0548177,2063,1508180404.962866,260,1997737703.2570937,137,2478997470.2393055,102,3499834530.34254,102,2765224008.5174637,62,2954711204.9879613,53,4029019876.968253,62,3193665640.805712,45
446,local_history,23036424585.72312,2890,614872122.5352875,2066,1518130328.4336057,262,2011339692.5772004,137,2455568352.2062254,101,3455103709.586118,101,2806215075.3393703,63,2821339607.4106383,51,4230202982.142058,65,3123652715.4926353,44
447,local_history,23015951543.513577,2888,629320993.299444,2074,1547989306.9596403,269,1534972626.525054,107,2678589516.47661,111,3291479272.0802474,97,3122926047.8217525,70,2637782638.605147,48,4299976011.405202,66,3272915130.3404803,46
448,local_history,22973647281.45395,2891,625718662.783788,2075,1525770384.7003858,267,1603715279.5226555,112,2718284748.3597846,112,3431390693.6590323,101,2850701277.5406737,64,2512442881.3499007,46,4218852389.192391,65,3486770964.3453326,49
449,local_history,22913589651.850697,2890,625321016.2020702,2082,1461550282.6410804,258,1581656464.6921732,111,2664452009.900221,111,3594153434.1823864,105,2855975972.0728216,64,2556505909.953368,47,4234271203.188706,65,3339703359.0178647,47
450,local_history,22933912927.653034,2889,630955119.4711422,2081,1458705919.2459114,258,1570245118.6929798,110,2632387047.792572,110,3705030884.8394794,108,2807503427.8191504,63,2801471747.556788,51,3916104704.629657,60,3411508957.6053424,48
451,local_history,22972937519.833084,2885,617787134.5201753,2073,1459105008.9148507,261,1613795547.3073218,113,2652647121.5967073,110,3571020117.006792,104,2852959587.4297805,64,2739047221.157449,50,4198375958.8085117,64,3268199823.0914383,46
452,local_history,22998890880.63185,2880,619133044.4431542,2067,1465245970.6462872,262,1611780279.351917,113,2697100001.3122644,111,3628546152.5645576,105,2825581142.1208634,63,2748246421.3977275,50,4209082118.5366993,64,3194175750.2583876,45
