epoch_no,source,total_active_stake_ada,active_pool_count,lt_3m_ada_stake_ada,lt_3m_ada_pool_count,3m_10m_ada_stake_ada,3m_10m_ada_pool_count,10m_20m_ada_stake_ada,10m_20m_ada_pool_count,20m_30m_ada_stake_ada,20m_30m_ada_pool_count,30m_40m_ada_stake_ada,30m_40m_ada_pool_count,40m_50m_ada_stake_ada,40m_50m_ada_pool_count,50m_60m_ada_stake_ada,50m_60m_ada_pool_count,60m_70m_ada_stake_ada,60m_70m_ada_pool_count,gt_70m_ada_stake_ada,gt_70m_ada_pool_count
574,local_history,21898643146.872257,2765,581196094.8412803,2011,1283854291.2796953,227,1903504239.3892422,132,2530994144.851594,100,3106487530.779989,91,1941664743.3179812,44,2156195993.41748,40,2837462723.7562203,44,5557283385.23877,76
575,local_history,21895552138.15842,2763,592492748.6313426,2013,1276816708.6480007,224,1870487995.6581292,129,2574248347.663851,102,3101075396.670399,91,1991461535.9033697,45,2275116241.7160625,42,2582579831.85634,40,5631273331.410978,77
576,local_history,21879134170.304836,2764,589452520.8063035,2014,1260024291.0617378,223,1906366632.2907543,132,2585208744.1754036,102,3072042882.5134044,90,2079666125.6381361,47,1951961291.9694932,36,2860714635.2464147,44,5573697046.603255,76
577,local_history,21897320121.806564,2763,589905868.8842242,2011,1296521041.4065971,228,1906158604.275726,131,2536642670.2069693,100,3110603713.3526764,91,1948130845.7794733,44,1948514817.9200177,36,2983591010.1452045,46,5577251549.83571,76
578,local_history,21857567223.311726,2765,595937027.7800857,2015,1320600485.8558714,231,1804631315.7258053,124,2650017036.7214108,105,3021796861.5299816,88,1999599262.2190883,45,1837974967.1147752,34,2903227556.044085,45,5723782710.320633,78
579,local_history,21898391706.924866,2757,588750142.3828493,2007,1345331247.1525383,234,1752970333.5994866,120,2695890701.9944167,107,2979852209.7273245,87,1918221863.5767434,43,2063947110.0990603,38,2786754718.003919,43,5766673380.388544,78
580,local_history,21887150568.89372,2760,586494479.4875994,2010,1326493590.6289334,232,1766523380.6930733,122,2664013572.314748,106,3045817732.176477,89,1876514298.844142,42,2057647138.7234468,38,2929301658.352469,45,5634344717.672842,76
581,local_history,21887105805.085033,2762,589687368.8938789,2012,1311671641.267106,231,1785429228.0296004,124,2698369303.2578115,107,2972845659.9288588,87,1875913911.1135025,42,2051504347.2047648,38,2866965859.4096513,44,5734718485.979859,77
582,local_history,21932976973.70454,2718,589373349.8855083,1968,1303889465.2776153,229,1853452017.3337405,128,2670828855.273833,106,2937582678.862248,86,1893117879.7596633,42,2114036240.8151066,39,2802882978.090117,43,5767813508.406741,77
583,local_history,21822469474.536007,2714,586501856.0694427,1963,1307725727.8097143,230,1891890665.954451,131,2565371085.4069233,102,3038515124.5958242,89,1848293021.6146657,41,2060257099.0907032,38,2793480411.717956,43,5730434482.276345,77
584,local_history,21798391155.204655,2714,589817262.1166716,1966,1308648665.820437,231,1873308924.15559,129,2482332844.6255593,99,2970889576.3145304,87,1987990092.406362,44,2115846447.2347028,39,2588639110.7538753,40,5880918231.776912,79
585,local_history,21808768736.065712,2717,596741871.5602072,1970,1281558661.6540565,228,1884544149.2319562,130,2509478473.6329007,100,2960433412.9398704,87,1938281518.5266082,43,2226159640.799359,41,2465870558.7551494,38,5945700448.965614,80
586,local_history,21732932915.137043,2716,580044900.3761818,1969,1298762972.6024644,232,1858014368.9199288,128,2380105506.8805256,95,3023212655.8716702,89,1945974406.9809692,43,2101521492.0660822,39,2849967865.0084558,44,5695328746.430769,77
587,local_history,21741130576.69622,2719,577828125.8398827,1971,1299844511.0206437,232,1888667941.3556235,130,2297383887.283577,92,3114799114.777819,92,1846205955.222838,41,2099968932.8147192,39,2773821524.870983,43,5842610583.510154,79
588,local_history,21752023558.94228,2720,573702248.0558451,1971,1267178462.7176292,229,1898906362.868824,132,2297677779.4428453,93,3162829428.4087763,93,1695320123.1659026,38,2361267632.6262465,44,2793469535.7180085,43,5701671985.93823,77
589,local_history,21766293850.806084,2720,566015898.299729,1970,1303747871.2737632,233,1884034336.2573638,129,2281632553.786161,92,3188929766.306831,94,1632641064.9820292,37,2519131591.6186357,47,2536058959.5476184,39,5854101808.73398,79
590,local_history,21834289199.20885,2721,562029867.9187872,1970,1303881444.8481228,234,1910379014.6107132,131,2154956559.107983,87,3240842696.466468,96,1682872495.2066135,38,2533485152.494459,47,2267259452.8947625,35,6178582515.660937,83
591,local_history,21737104837.933693,2717,570733833.3606704,1973,1283341637.7069852,230,1879630627.8644793,129,2156654597.5911646,87,3311720945.0151024,98,1560362579.976851,35,2478442351.93723,46,2462149211.139458,38,6034069053.341721,81
592,local_history,21768154434.483376,2717,569201970.2158663,1972,1266691861.14487,229,1915934492.1994803,132,2189502962.81182,88,3260110309.9517136,96,1700738396.1272624,38,2325226722.8069367,43,2400055660.4541388,37,6140692058.771286,82
593,local_history,21884432047.703247,2715,564550492.3928571,1967,1272561767.7098591,231,1896703602.3693397,131,2150319671.3797355,86,3178970740.5134606,94,1792930388.1744163,40,2480260554.977616,46,2512807091.0263104,39,6035327739.159646,81
594,local_history,21796543431.606354,2711,558189972.2452126,1963,1264810556.2327728,230,1961760548.634863,135,1964036819.7965987,79,3293673479.628783,98,1790638166.2786708,40,2657543378.494878,49,2586253601.243837,40,5719636909.050703,77
595,local_history,21775051520.898815,2710,555154795.2629845,1961,1261954481.0038545,230,1955434801.3622572,135,1950825516.564045,79,3391434135.1508017,101,1743845545.054321,39,2536939277.220652,47,2517049946.347208,39,5862413022.932718,79
596,local_history,21773369871.3556,2720,565526023.6600947,1975,1282835662.3908937,230,1901512343.274079,131,1947959959.4745824,79,3411654398.028388,101,1807493281.35237,40,2663867459.2343698,49,2335139318.28611,36,5857381425.654726,79
597,local_history,21430486660.512627,2722,568642262.2723198,1986,1245019009.5525198,224,1907351543.7011042,132,2027398546.1698875,82,3326672653.9550705,98,1812650236.5608974,40,2546226164.091824,47,2392856145.382304,37,5603670098.826711,76
598,local_history,21343208608.3776,2721,572575256.9490141,1985,1220416737.261266,221,1957748460.7504811,135,1983517708.0498683,81,3314178293.835458,98,1892562642.7506921,42,2583794665.581516,48,2368014089.2729173,37,5450400753.926418,74
599,local_history,21480447664.888157,2724,568822545.9932462,1989,1213255013.011719,218,1983845051.0102491,137,2013168091.47572,82,3217467962.278223,95,1894297891.9024985,42,2637322519.5016174,49,2251244705.2200766,35,5701023884.494832,77
600,local_history,21398446571.51061,2728,583859970.568516,1996,1253224709.574601,225,1949781016.1263342,135,1795331294.0674603,73,3049759374.2914224,90,2022364916.6746101,45,2733014933.149557,51,2246259583.9263434,35,5764850773.131769,78
601,local_history,21341397816.18839,2726,588043239.3871524,1997,1243145964.168598,222,1909171285.9172888,132,1930570070.6117723,78,3007035980.388786,89,2060742400.156385,46,2604080223.5860696,49,2442789872.2249746,38,5555818779.747428,75
602,local_history,21451565514.021805,2724,577932382.54157,1993,1239615682.0542767,222,1926288119.0560174,134,1881766320.1456532,76,3176714215.0948634,93,2032327249.014846,45,2575800380.4518394,48,2400825920.956684,37,5640295244.706065,76
603,local_history,21475204604.420357,2721,584182623.4296182,1992,1233300334.1248958,219,1926529123.6641886,134,1932492206.1827927,78,3185755475.154576,93,2023411592.78133,45,2423839352.3490405,45,2448247531.720841,38,5717446365.013088,77
604,local_history,21380792173.008934,2719,587333017.64351,1995,1215565102.9849179,217,1925526435.537986,134,1798618369.303466,73,3326409401.526353,97,2044092321.6980858,45,2319478747.399225,43,2379805481.3776603,37,5783963295.537761,78
605,local_history,21393258962.888855,2722,587349256.0155977,1998,1225713571.3458505,219,1884873078.7525992,131,1829991920.1226664,74,3343146265.6831665,97,1996381928.3027315,44,2425708075.5143065,45,2446169511.838625,38,5653925355.313299,76
606,local_history,21385329421.9866,2723,591771104.2696594,2003,1205089301.28318,214,1890458657.09463,132,1821836701.3005333,74,3392590697.52102,98,2006433250.2800195,44,2438480241.628151,45,2383116243.198231,37,5655553225.411208,76
607,local_history,21404991557.392998,2724,593596908.0510865,2008,1221192803.740899,215,1890410759.1201437,131,1770802135.1812787,72,3275718839.6579256,95,2012247826.2622802,44,2440564814.6042905,45,2243284643.8599663,35,5957172826.915135,79
608,local_history,21452877819.651585,2710,596186463.4222102,1996,1179824215.9355867,210,1932064057.2895036,134,1724389784.060687,70,3301838673.5229445,96,2014404302.99265,44,2372653683.4524927,44,2310365735.071741,36,6021150903.903778,80
609,local_history,21514024128.616703,2711,597299423.6907215,1998,1180242419.6074822,208,1932167578.4622433,134,1749682607.775944,71,3312685400.43508,96,1870495004.8089201,41,2651869821.072096,49,2129479764.845138,33,6090102107.919093,81
610,local_history,21570932611.491543,2714,598817194.5534948,1998,1190590850.5505803,210,1949818084.3255346,135,1742714056.3163297,71,3321029850.965841,96,2016345166.270717,44,2620781572.171171,48,2073614112.220054,32,6057221724.117847,80
611,local_history,21556514440.366013,2725,603594046.1581637,2008,1201368609.1955063,211,1990728019.754259,137,1641361931.1837,67,3377675438.398645,98,2058253522.0953572,45,2618059366.819685,48,2007701247.386835,31,6057772259.373867,80
612,local_history,21333861050.004173,2724,604144761.515075,2012,1178476128.3454714,209,2006255958.154846,140,1692784599.4195209,69,3106522647.098979,90,1956041546.5562584,43,2728629218.5682573,50,2017725750.518005,31,6043280439.827815,80
613,local_history,21331595884.01638,2722,587058801.7415788,2003,1218136335.1469052,218,2000625542.1098418,140,1625619667.0490785,66,3143177751.356195,91,1863956866.1750007,41,2838256824.307765,52,2165928620.394412,33,5888835475.735582,78
614,local_history,21513392623.540985,2721,590695300.256716,1998,1201988120.0961442,215,2046967679.1185877,143,1652729774.4153733,67,3168792783.4831595,92,1947841131.585152,43,2903252094.317303,53,2032530981.043014,31,5968594759.225525,79
615,local_history,21523562757.696983,2722,586542988.9025844,1997,1198715194.7796042,215,2077446218.4956133,145,1619233464.2695227,66,3123885484.8307586,91,1978696309.2731848,44,2904413481.220266,53,1948599922.6677334,30,6086029693.257702,81
617,live_koios,21787928036.041107,2726,576192814.8613713,1995,1235611398.5734568,218,2054877438.9615786,142,1566412171.1453128,64,3288774935.3446484,96,1978577727.6209712,44,2966395326.945058,54,2257355216.6682096,35,5863731005.920503,78
