epoch_no,source,total_active_stake_ada,active_pool_count,0_ada_stake_ada,0_ada_pool_count,gt_0_1k_ada_stake_ada,gt_0_1k_ada_pool_count,1k_10k_ada_stake_ada,1k_10k_ada_pool_count,10k_100k_ada_stake_ada,10k_100k_ada_pool_count,100k_1m_ada_stake_ada,100k_1m_ada_pool_count,1m_10m_ada_stake_ada,1m_10m_ada_pool_count,10m_70m_ada_stake_ada,10m_70m_ada_pool_count,gt_70m_ada_stake_ada,gt_70m_ada_pool_count
349,local_history,24435357519.567112,2966,3619482880.246155,175,3618793758.1266828,700,1933798509.5754304,559,5001476520.52105,901,6124408693.392672,482,2449202648.1083536,109,1688194509.5967338,40,0.0,0
350,local_history,24444238585.04716,2964,3632246835.600403,174,3598012712.4966927,700,1934842801.0819592,553,5005362312.760529,905,6143731560.204675,483,2441210889.6076865,109,1688831473.2951498,40,0.0,0
351,local_history,24456415918.186268,2964,3577055413.040655,174,3653677012.8639083,704,1928888620.6798372,549,5016301554.339478,907,6143811785.473343,481,2444022031.667231,109,1692659500.1217704,40,0.0,0
352,local_history,24441961174.746616,2965,3586101526.3185735,175,3630264609.4717393,702,2040731544.8724008,553,5022026362.43229,906,6052692611.655407,482,2412936823.44999,107,1697207696.546122,40,0.0,0
353,local_history,24453012636.354958,2963,3586844395.4532113,175,3626620228.780483,698,2028542598.8942127,552,5026257831.854206,909,6084817716.316364,482,2275530263.9891267,105,1824399601.067308,42,0.0,0
354,local_history,24463445965.412773,2959,3584413623.7807026,176,3548094473.203153,697,2033669403.0396132,545,5048740032.774913,914,6125114070.698335,480,2273594788.4441333,105,1849819573.471861,42,0.0,0
355,local_history,24525857119.151546,2966,3608588851.137362,176,3592231994.248514,698,2042983613.006158,550,5057696526.413381,916,6088372161.4685,479,2285106104.94264,105,1850877867.9349778,42,0.0,0
356,local_history,24492895353.990475,2966,3616797781.588164,177,3567978699.9775953,699,2063233345.0848615,553,4995455455.159465,909,6096121573.0900345,481,2296260826.6705704,105,1857047672.4197083,42,0.0,0
357,local_history,24507422389.30373,2968,3618448913.083221,179,3623604367.887872,701,2066052847.5820725,552,4969689031.915472,907,6105430418.639524,482,2305686207.9616084,105,1818510602.2339191,42,0.0,0
358,local_history,24552945219.532307,2970,3645042518.761652,178,3630261879.4169836,701,2087590590.3860075,557,4950689729.794645,904,6103412765.633478,483,2307287997.4679193,105,1828659738.071548,42,0.0,0
359,local_history,24623552540.37236,2970,3638133154.8576193,177,3687312272.6381674,702,2084044905.4318957,558,4953575792.893459,903,6120854149.14926,482,2308042547.1088243,106,1831589718.2931101,42,0.0,0
360,local_history,24636399918.286034,2980,3661506386.5844765,178,3669260650.7764354,708,2077774324.15192,559,4936913727.309091,906,6154071684.508549,482,2310278551.691407,105,1826594593.2641451,42,0.0,0
361,local_history,24732308831.147827,2986,3692319178.386385,179,3654253494.1187243,709,2061875280.3004332,560,4953295363.224973,907,6162925869.552615,484,2381463402.3597784,105,1826176243.204888,42,0.0,0
362,local_history,24724295922.90816,2985,3711965677.0403924,179,3656896755.9713273,709,2064603077.5529199,560,4916830498.569874,904,6213158393.455013,486,2343304318.242551,105,1817537202.0760598,42,0.0,0
363,local_history,24782466023.48011,2984,3725714710.8505163,181,3708892110.3122683,709,2060718163.9576542,557,4924098453.447108,904,6198002192.420404,486,2338846290.037102,105,1826194102.4550264,42,0.0,0
364,local_history,25054390221.57303,2986,3721274848.4344096,181,3979954027.7170343,709,2060463281.7377667,558,4919539881.803935,906,6201009336.597708,485,2353954209.9086776,106,1818194635.3735397,41,0.0,0
365,local_history,25043681533.090954,2986,3717900456.283815,181,3986737835.043125,714,2059747754.2243743,558,4894816320.12524,900,6222945120.60219,486,2361989661.864406,106,1799544384.9477422,41,0.0,0
366,local_history,25028585125.722538,2977,3722626227.508065,182,3982406302.321158,715,2066521646.968909,558,4889901997.808456,888,6195844155.412766,487,2381624290.8989544,106,1789660504.8041234,41,0.0,0
367,local_history,25065995673.156605,2980,3753902928.99838,183,3987933842.895188,719,2126618612.3429468,556,4869491595.320888,890,6189514420.550568,486,2347259313.673607,105,1791274959.3750033,41,0.0,0
368,local_history,25069171797.357857,2985,3753169137.1015935,183,4006905624.157341,721,2125430702.1193674,560,4849204695.31446,891,6307115367.146975,486,2235639655.6241636,103,1791706615.89385,41,0.0,0
369,local_history,25153834365.1088,2982,3786769467.8982887,183,4041416517.244396,720,2134582335.1264882,559,4843240387.211521,890,6370834224.437287,486,2175742551.7910976,103,1801248881.3996859,41,0.0,0
370,local_history,25170337993.63893,2984,3768422961.638766,182,4104418856.735555,720,2118593359.70365,560,4833435308.898095,891,6360726343.058621,487,2183749389.482868,103,1800991774.1212733,41,0.0,0
371,local_history,25107902330.817505,2976,3775732799.349781,183,4127848376.228226,717,2122800900.5928278,558,4812710488.986046,889,6349789483.977676,485,2168492524.936983,103,1750527756.7458527,41,0.0,0
372,local_history,25087226705.234264,2974,3783236185.0198975,182,4117281976.3293467,717,2103827790.1728623,557,4821581655.57347,889,6392546066.918758,486,2120765912.6034691,102,1747987118.6163678,41,0.0,0
373,local_history,25090663550.263504,2975,3774042936.5573206,180,4133392811.213456,719,2097320273.8597157,555,4835548654.584267,891,6367239338.3684635,487,2278899881.378264,104,1604219654.301862,39,0.0,0
374,local_history,25097784395.98756,2979,3787561645.11937,183,4128681585.6080437,717,2087187219.9665046,558,4790324871.7393,889,6374076071.781885,488,2319598308.898466,105,1610354692.873884,39,0.0,0
375,local_history,25174903471.204334,2981,3798592709.25331,183,4212951553.122695,714,2065515130.3630333,564,4778198437.4654665,888,6387819942.820165,488,2319247246.438237,105,1612578451.7413137,39,0.0,0
376,local_history,25272403210.02359,2987,3773822696.7900443,183,4217993286.165708,717,2044896915.9532282,567,4888277851.803509,887,6410934669.152318,489,2328805313.3633575,105,1607672476.795393,39,0.0,0
377,local_history,25197315592.27245,2980,3729102302.1127176,182,4252916683.9638295,714,2035970203.9980285,562,4913406006.100051,888,6465610569.051831,490,2326024549.397415,105,1474285277.648506,39,0.0,0
378,local_history,25116738054.461662,2980,3606256977.757194,182,4255758897.1707935,715,2031516761.0330124,561,4922526650.190169,887,6494224496.019981,490,2331080619.373072,106,1475373652.9173892,39,0.0,0
379,local_history,25058875481.57262,2978,3601294298.11335,184,4200753545.885909,714,2027956261.8167827,559,4865382867.867943,885,6505180416.059395,490,2381253604.0600634,107,1477054487.769081,39,0.0,0
380,local_history,25065309972.207092,2982,3592494098.92754,185,4195700206.1423926,715,2052012434.6084175,560,4861907447.781263,889,6490759624.497565,487,2394543045.5192857,107,1477893114.7305787,39,0.0,0
381,local_history,25090595813.78864,2981,3590528253.5501533,185,4221714652.000995,718,2053591548.3591008,557,4856018344.667505,889,6495875373.323111,486,2394504384.1178193,107,1478363257.769898,39,0.0,0
382,local_history,25079111896.910122,2978,3632682742.8178096,185,4227657708.47223,712,2379601394.664049,570,4515467399.904945,877,6538939769.744251,488,2389351714.8727784,107,1395411166.43402,39,0.0,0
383,local_history,25226159003.727356,2979,3753109716.947608,187,4249745174.621686,714,2380512949.5359335,570,4357495201.670367,872,6533188848.900757,488,2401357856.76843,107,1410749253.662437,39,140000001.62,2
384,local_history,25363740356.767868,2960,3885555716.1253085,186,4254430850.243983,699,2388819617.2187886,560,4331488826.123195,879,6538103278.890243,487,2414137142.121186,108,1411204924.6150727,39,140000001.43,2
385,local_history,25388654503.848225,2960,3886219712.215632,187,4273214583.844506,699,2401677049.9187756,562,4312556024.371046,877,6592860577.948806,486,2370107429.202756,108,1411980009.474324,39,140039116.872293,2
386,local_history,25107872285.168644,2957,3622505392.27025,188,4295399086.608189,700,2384835756.599242,558,4253366416.3543296,875,6600895507.258708,486,2395831624.2968163,109,1414912408.009331,39,140126093.77168,2
387,local_history,25418973672.435833,2952,3866266949.4817734,188,4294682890.0582976,700,2375514872.3713613,555,4297007256.956644,876,6613566344.456817,485,2419120582.7051563,107,1412591403.760974,39,140223372.644745,2
388,local_history,25427056571.85636,2955,3864314844.003034,189,4298564226.272457,701,2370972860.2547927,558,4284828463.2290034,873,6613524252.564772,486,2438337217.2050443,107,1416192629.6836102,39,140322078.643579,2
389,local_history,25480925138.421543,2971,3881278144.390376,190,4316491164.205706,724,2370286445.167583,552,4272713187.196135,872,6646035757.412291,485,2437195210.529291,107,1416506479.753853,39,140418749.76618898,2
390,local_history,25522388224.360863,2965,3906495543.1846194,191,4322242928.453688,723,2372131962.5750895,550,4281086026.5353055,869,6639660728.065033,483,2442022155.9731903,108,1418241012.869644,39,140507866.70418,2
391,local_history,25528807081.252354,2962,3893474425.3480034,191,4274926487.72401,717,2298790596.869947,544,4351168014.120686,878,6674643693.27011,483,2446162568.8899045,107,1449043002.3218691,40,140598292.707741,2
392,local_history,25527915779.761406,2962,3905359988.985709,191,4302668700.774715,716,2348562977.2538095,547,4280315626.1463723,877,6688466802.035464,483,2458873393.28203,107,1403030930.2911577,39,140637360.992066,2
393,local_history,25470229362.739735,2959,3894597151.7407136,192,4232308936.8932567,715,2332944621.231926,546,4280309321.5273037,873,6740629499.431502,484,2404093698.974819,107,1444623041.138392,40,140723091.80173,2
394,local_history,25488557413.70413,2950,3889032840.3800826,192,4242433140.7489986,716,2333100736.8991594,541,4285381385.8394365,868,6735529318.826347,484,2410993531.033896,107,1451274686.613579,40,140811773.362516,2
395,local_history,25227525931.32743,2951,3801007519.4034815,192,4252990935.519775,715,2344196730.286,542,4300211866.40198,868,6716988999.236284,483,2423518465.5447564,109,1247712742.3435953,40,140898672.591524,2
396,local_history,25227033187.95084,2949,3750253752.233716,190,4277353429.9977784,717,2343789692.1408873,543,4284201366.9245925,865,6738673067.670634,483,2437298769.3535748,109,1254471203.425084,40,140991906.204494,2
397,local_history,25226742158.734383,2951,3729327540.28181,191,4273140961.3250933,719,2311885423.1764383,542,4313450507.090416,865,6752219918.014218,483,2439680808.878553,109,1265965672.1214695,40,141071327.846285,2
398,local_history,25191424718.540997,2949,3734063939.224718,191,4465284352.515746,722,2071631204.3687434,540,4312941144.060169,864,6780193594.995608,481,2453256183.145904,109,1162376968.4279249,39,211677331.802022,3
399,local_history,24933592431.810272,2943,3632965585.7552085,191,4477135365.875355,723,2074649010.745314,538,4240295843.5131845,857,6656401731.740905,481,2470704606.489177,111,1240184025.7383962,40,141256261.95267,2
400,local_history,24723813844.048306,2945,3641793259.002013,192,4535873963.167825,721,1805267794.3464773,538,4217297754.634018,859,6677666199.094005,482,2483937254.7718186,111,1220635170.9976792,40,141342448.034357,2
401,local_history,24624938957.043167,2938,3643028130.6397862,193,4171352864.004514,715,1788050444.5567083,533,4260338074.881744,856,6669141290.638035,484,2460370695.075325,111,1491223984.8346577,44,141433472.412343,2
402,local_history,24636696730.207344,2932,3633084376.68812,193,4177368168.0835996,712,1786882145.447648,533,4280722121.7490644,855,6664432671.285559,483,2435948365.724586,110,1516730389.5478063,44,141528491.680884,2
403,local_history,24548497878.810303,2932,3633806858.1519027,193,4157508834.707938,714,1777614163.8243477,531,4251650180.862429,853,6657181026.191298,487,2444362963.0972133,109,1484754236.3324819,43,141619615.642627,2
404,local_history,24344075637.969955,2916,3456529308.229119,193,4106589220.333255,710,1776391860.2102494,521,4254045536.6728625,852,6677961196.833744,488,2447913627.4309196,107,1482990072.6114852,43,141654815.64824802,2
405,local_history,24343646388.238266,2906,3135564399.547918,188,4118537233.9262567,707,2089404004.987321,521,4246507389.6721287,851,6713271045.393781,488,2480119463.153471,107,1418502767.229787,42,141740084.327574,2
406,local_history,23852951996.36432,2903,3130232364.5999837,188,3685058405.8051777,708,2086570947.8648152,521,4170774880.719191,849,6717030633.5160885,486,2502560045.9173985,107,1418878474.23999,42,141846243.701578,2
407,local_history,23803294025.775032,2900,3063037996.0696397,188,3702089903.113648,708,2087889775.7512975,517,4165381972.1569767,850,6716119995.756445,486,2507275154.5561852,107,1419571952.6564643,42,141927275.71430498,2
408,local_history,23823562870.11176,2901,3055195010.178843,188,3697602058.6982117,712,2099373264.8607104,517,4152251968.4198036,848,6741456738.314987,484,2512695063.827665,108,1422972168.4706972,42,142016597.34076798,2
409,local_history,23308171278.006115,2909,2984708679.7954607,188,3195541478.3548,712,2072524132.3310277,518,4292234257.028738,848,6716578346.940796,492,2481731673.199862,107,1422734379.3469543,42,142118331.008439,2
410,local_history,23407071901.31579,2906,3063363354.309444,189,3212977687.3050795,709,2070503994.3544354,518,4301549710.708203,848,6708884776.132445,491,2486900061.175608,107,1420687756.764457,42,142204560.56610298,2
411,local_history,23152102274.859123,2909,3076492479.0490065,187,2950214616.0110607,712,2075343347.49397,516,4269141329.491147,845,6731975847.920665,492,2495324419.878291,108,1411317550.632531,47,142292684.382419,2
412,local_history,23113327351.010166,2905,3090122417.4874854,188,2885371716.9610825,711,2077902660.5884428,512,4266184485.529659,846,6738331298.460176,491,2503529701.602023,108,1409493583.2588077,47,142391487.122406,2
413,local_history,23094499841.876003,2902,3097325683.961056,187,2856932464.296767,711,2083952504.8834825,510,4239394086.3929634,845,6784306018.958912,492,2495812714.781582,108,1394296483.6575537,47,142479884.943665,2
414,local_history,22295045136.549706,2899,3072510825.545691,185,2099200530.3565655,713,2071442102.4048765,510,4237354503.249665,845,6756599830.942374,489,2512282796.619885,108,1403080932.8702908,47,142573614.56030202,2
415,local_history,22038246193.16702,2929,3087120872.530426,185,1819010511.9573245,745,2061106546.6814244,508,4212040260.8334336,846,6785268622.236424,488,2524595676.764844,108,1406442626.630442,47,142661075.53267998,2
416,local_history,22759595184.076767,2926,3039626744.0932407,185,2633439000.3087425,744,2058067201.8622653,507,4205453259.395014,846,6802830820.824398,488,2524521573.6106467,108,1352925056.8706932,46,142731527.111732,2
417,local_history,22842302638.51478,2927,3048622015.54664,184,2719682911.606509,746,2022056306.819582,508,4202874579.8681307,845,6826028986.919584,488,2530336151.7285175,108,1349892745.494141,46,142808940.531613,2
418,local_history,22760011177.229538,2915,3038785508.3647423,185,2742678123.8532686,746,1996107229.7659853,495,4186901194.3783345,845,6804805274.526097,489,2521932129.4632673,107,1325911991.0086687,46,142889725.86915702,2
419,local_history,22729170693.675724,2919,3003490902.416351,185,2744671921.7165127,748,2010846094.640121,496,4332892252.149786,849,6653328782.2473755,486,2513924893.7660356,107,1327029363.7683558,46,142986482.97118,2
420,local_history,22735339826.891167,2912,2986300960.9526124,186,2744361923.0664344,745,2021602313.3295944,499,4357544159.379386,841,6632458764.867741,486,2521080088.6899858,107,1328907721.281494,46,143083895.323954,2
421,local_history,22754191715.16417,2919,2984982204.01361,197,2741639133.972253,747,2044920139.1738923,495,4359884468.1509905,842,6619432848.973488,483,2529777358.2152176,107,1330397311.16175,46,143158251.502947,2
422,local_history,22738857806.901493,2926,2950851390.702981,199,2738082183.208614,754,2039076146.1987996,495,4358713124.870667,840,6647972336.669357,483,2528615754.865903,107,1332311302.8344288,46,143235567.550715,2
423,local_history,22773418178.320267,2925,2949935319.808237,200,2754855034.120124,756,2039871668.2495313,493,4354484897.682979,838,6647362923.713424,482,2551347824.5147753,107,1332299420.3030932,47,143261089.92812198,2
424,local_history,22711253346.60051,2927,2963679842.833895,203,2681427759.500219,756,2048844034.9261346,493,4332905869.470408,839,6664402731.174522,480,2529287968.338654,106,1347406467.4953892,48,143298672.861227,2
425,local_history,22676707531.012207,2928,2964147021.043694,204,2664121713.9369574,759,2017868369.1042295,488,4322831877.783113,838,6749424708.95768,484,2471677112.207576,105,1343296754.5837848,48,143339973.395096,2
426,local_history,22732516900.65618,2931,3000135625.2455792,207,2614899649.636087,760,2077085998.7306685,486,4221386345.886699,838,6757723631.330056,485,2503630373.977688,105,1414272106.3937209,48,143383169.455661,2
427,local_history,22579357645.29601,2938,2974802285.855977,212,2716134624.5708566,764,2136386167.3290262,484,4216123265.935553,839,6613278016.861872,484,2507073854.8702164,105,1272113133.267573,48,143446296.604894,2
428,local_history,22632865782.292988,2936,2983892135.9283037,214,2804199672.104549,764,1953076823.3503008,479,4280928645.5216904,841,6687888615.712262,483,2508120607.135818,105,1271232475.0311427,48,143526807.508901,2
429,local_history,22662176862.96537,2945,2995703886.9888644,223,2810043951.1517496,766,1980283401.503967,478,4285381215.633157,840,6655003548.643674,482,2518393157.300124,106,1273771076.7641218,48,143596624.97976798,2
430,local_history,22686201305.546085,2945,3008219429.1208735,223,2841086223.251681,772,2015297698.846694,480,4326092257.925154,837,6564098986.440856,479,2512666414.176442,106,1275075767.5563898,46,143664528.22799,2
431,local_history,22674711468.93432,2929,3001607630.355517,222,2707453639.685581,769,2010586072.543291,480,4306608431.269917,835,6573943249.926756,481,2514099233.943542,106,1416659540.6630821,34,143753670.546623,2
432,local_history,22695615637.522026,2927,3004835117.1979184,223,2756579161.507909,767,2012600660.6958947,480,4294746844.116973,838,6535390498.540006,477,2518002141.9786077,106,1429619198.694845,34,143842014.789921,2
433,local_history,22739705233.01699,2921,3013186699.5070906,223,2777514746.2468286,765,2029517627.2771888,481,4303926471.005756,837,6522198931.489218,473,2516431344.413236,106,1432999174.4307835,34,143930238.64694,2
434,local_history,22870877219.04097,2923,3021687468.9874883,224,2774556356.012483,765,2019903290.1932316,481,4310657938.205576,835,6530789527.743231,473,2508708174.9585776,107,1560576085.5294392,36,143998377.410985,2
435,local_history,22726035890.48704,2922,2909564744.54251,225,2754365726.3817434,767,2016188848.5048606,479,4318243153.546956,834,6526206609.415307,472,2507798811.3167043,107,1549592906.912342,36,144075089.866673,2
436,local_history,22679217241.34798,2927,2908949624.601457,224,2775012831.955754,769,2008584300.3960505,482,4310489007.549959,836,6552214849.979175,470,2501323026.5238786,107,1478494250.1156626,37,144149350.226097,2
437,local_history,22701589918.36632,2925,3077651339.202413,226,2789590368.3689165,767,1969264721.3716295,484,4231253212.343305,835,6453830295.406381,468,2498665265.9113817,107,1537108405.5992217,36,144226310.163104,2
438,local_history,22737914126.995117,2924,3068607085.8688784,226,2784617840.3385606,766,1980043891.529104,485,4343697837.751085,835,6401151879.037421,467,2473562541.7271614,107,1541947665.138722,36,144285385.60419,2
439,local_history,22801871441.552044,2922,3076730410.6849637,226,2784202992.645513,765,1978782163.2852428,483,4321772014.958268,835,6428964083.928498,468,2466564404.801987,107,1600478707.1418302,36,144376664.10575,2
440,local_history,22514867910.780052,2920,2731457532.0240397,226,2771589551.401972,762,1978477473.4465687,483,4387284367.581963,837,6425102202.913963,467,2473010093.330907,107,1603489267.7391071,36,144457422.34152,2
441,local_history,22955109945.068604,2919,3172175038.8508897,227,2778171209.800266,760,1977386557.8738928,481,4408569570.602585,840,6429251700.573244,467,2469648854.695907,107,1575375549.856762,35,144531462.815078,2
442,local_history,22940355522.696346,2918,3179594860.1129494,226,2878758697.0948887,762,1974557772.0466647,479,4363853180.486641,840,6362414711.620834,467,2481385704.9993978,107,1555188087.236774,35,144602509.098183,2
443,local_history,22988928834.088245,2914,3215282123.4207535,227,2904799314.8225236,761,1970956418.8895524,478,4366081985.618203,840,6364503311.761248,466,2520823423.846991,106,1501787452.6187549,34,144694803.110194,2
444,local_history,23004649208.04591,2886,3218700688.6625466,199,2923241947.8008065,762,1967753798.9624696,475,4425150878.037225,842,6369703291.675158,466,2458467448.93329,107,1496865171.870385,33,144765982.104067,2
445,local_history,23045467808.136024,2886,3230316570.413072,197,2944883808.4634333,763,1970390844.6831853,478,4413600542.146911,840,6374573028.348603,466,2474598937.531573,107,1492268930.381878,33,144835146.167363,2
446,local_history,23036424585.72312,2890,3291635669.2326703,196,2828948387.3246765,767,1971910241.3411317,480,4448914311.310611,840,6385143860.391001,465,2420317828.7857676,106,1544634111.7430897,34,144920175.594191,2
447,local_history,23015951543.513577,2888,3403761604.174224,195,2758985523.0665703,768,1939063566.6244228,479,4404567848.396084,842,6432459823.649664,463,2388264423.201742,104,1543860744.1961408,35,144988010.204733,2
448,local_history,22973647281.45395,2891,3353877704.0932446,198,2747071834.225367,768,1937062082.703912,479,4529813456.397648,845,6291433276.630039,460,2416628266.5438576,104,1552685937.226649,35,145074723.633227,2
449,local_history,22913589651.850697,2890,3354392756.8686724,198,2853213154.236394,769,2003452112.1182432,478,4464460823.912925,845,6263393298.608008,460,2428823750.7328253,104,1400709577.9882154,34,145144177.385405,2
450,local_history,22933912927.653034,2889,3350779397.07799,197,2840288676.2227364,769,2057652910.851456,480,4454104394.81189,842,6285968660.440262,462,2400709059.485558,103,1399192163.5603023,34,145217665.202835,2
451,local_history,22972937519.833084,2885,3371676600.10952,199,2776361872.264752,767,2000672768.250855,478,4378259388.284453,838,6309734779.25559,463,2482502353.375592,102,1508428015.788667,36,145301742.503587,2
452,local_history,22998890880.63185,2880,3387408278.325879,200,2796012827.2768555,768,2013320117.2658784,478,4467333894.235805,835,6272233349.803681,460,2402966464.238047,101,1514241382.075818,36,145374567.40990198,2
453,local_history,22994869891.768414,2877,3385264135.211528,200,2789244026.016626,768,2017887312.113858,476,4465748730.57105,834,6337629009.88041,461,2337516374.027355,100,1516130032.8939064,36,145450271.05365902,2
454,local_history,22984219844.001297,2880,3379363612.7958813,201,2791524677.992841,767,1998354643.294487,477,4439816127.378763,837,6373550806.847437,461,2338658620.7062774,99,1517420577.7663448,36,145530777.21918,2
455,local_history,22942860543.017483,2877,3287641922.8308935,200,2814146947.988023,766,1996205748.4270816,473,4422451171.674102,839,6348708805.828475,461,2343081649.882035,100,1585014831.799927,36,145609464.58695,2
456,local_history,22770454070.974934,2872,3137124402.9489636,197,2855934212.30397,768,1960025615.9710898,470,4354360722.201742,838,6403400900.587208,462,2345119232.912199,99,1568790660.0555189,36,145698323.99421299,2
457,local_history,22779501708.183167,2881,3155041160.3277736,199,2863048978.7289944,775,1962121089.7358546,470,4350935095.16837,839,6421738510.804347,462,2320721487.700745,98,1560127016.270802,36,145768369.446261,2
458,local_history,22765662149.259087,2878,3153405419.4711685,199,2856731121.1439896,775,1955535238.553695,470,4346140375.482495,835,6430422904.934211,463,2327789830.216409,98,1549778857.5716467,36,145858401.885462,2
459,local_history,22738105605.272205,2875,3140667000.9267135,199,3076246715.7215514,775,1761830768.0478861,470,4285060488.530493,830,6483048001.113923,468,2301721649.296148,95,1543605311.202401,36,145925670.433087,2
460,local_history,22775568090.705124,2870,3168514104.268527,200,3085906074.826695,772,1757381980.6225972,469,4285436865.7232056,829,6492636469.349786,467,2300566847.728475,95,1539120509.4716864,36,146005238.714136,2
461,local_history,22777537504.728706,2872,3180814457.576747,200,3100795028.7342997,775,1749669671.784702,468,4274175547.842528,829,6495866839.173257,467,2289235351.032235,95,1540908989.8950891,36,146071618.689819,2
462,local_history,22803301466.429295,2873,3185415819.472787,201,3129298099.028638,776,1730479332.7405226,468,4297849870.158954,830,6499914417.453565,466,2273543399.493861,94,1540649877.6731505,36,146150650.407774,2
463,local_history,22790065923.09624,2879,3198085516.3583055,202,3133261359.350852,776,1773558321.220196,470,4235789055.76872,829,6505850647.726099,471,2275338723.1162395,93,1521958500.2856328,36,146223799.270191,2
464,local_history,22806091554.04759,2880,3206343901.597657,202,3125522855.867233,777,1773861693.2876484,471,4233288010.664723,827,6519410054.736196,471,2276879750.2109504,94,1528703595.479546,36,142081692.20361298,2
465,local_history,22819400151.95053,2883,3210094042.8470645,203,3109937519.093739,779,1773646479.7864997,470,4243399997.906626,828,6531384460.380972,471,2282430404.000824,94,1526352714.146424,36,142154533.788395,2
466,local_history,22806500155.574528,2885,3211757048.422774,203,3092717250.428105,785,1768576692.2544417,469,4253009715.049102,826,6536047095.346706,471,2274979774.786223,93,1527182545.537135,36,142230033.75005502,2
467,local_history,22879836956.660114,2885,3234870463.391999,205,3096157781.2666945,785,1777304089.101169,470,4276776009.1083026,824,6564778552.210317,472,2256403727.3941197,93,1531241931.772769,34,142304402.414727,2
468,local_history,22882223369.63171,2881,3233050876.5588,205,3107580545.4489236,784,1780367913.512481,470,4282940314.618682,822,6545092275.604136,471,2259949168.5529885,93,1530869374.6125011,34,142372900.72322798,2
469,local_history,22839587170.00998,2880,3218811146.314549,204,3095392172.0191455,783,1794485772.2076294,470,4277818759.6080527,822,6541340680.056596,472,2233472337.2824855,92,1535811872.1294818,35,142454430.392004,2
470,local_history,22861134936.826283,2876,3248114531.1508274,204,3096184741.826866,782,1793001124.2948558,470,4266295071.8759823,819,6554004865.165049,472,2231527886.485332,92,1529469543.6379108,35,142537172.38946402,2
471,local_history,22860653065.40306,2874,3227118214.9143376,203,3234926619.4978814,786,1789947208.0428507,471,4247045036.2458544,815,6574701148.536604,472,2231991856.923247,92,1412310120.9820294,33,142612860.26027298,2
472,local_history,22761022830.643547,2872,3175734481.265586,203,3125447043.9390893,784,1776900694.3155913,470,4240596182.2457275,815,6581252064.969671,472,2192704538.1419787,91,1452844722.0205736,34,215543103.74534,3
473,local_history,22735428098.786266,2872,3171378229.102471,204,3138928165.414297,788,1775203739.5380576,473,4231818111.847097,812,6553827817.454149,467,2196325337.8917246,91,1452297449.9831252,34,215649247.555345,3
474,local_history,22719453098.782787,2878,3182057452.735803,203,3154416004.36897,794,1756076990.7049353,474,4237387058.5407786,811,6497325641.491132,467,2224984040.4517417,92,1451449859.9090683,34,215756050.580364,3
475,local_history,22715556235.537773,2873,3183733067.3412747,203,3139414518.483887,792,1776942784.0234463,473,4291840819.4959207,814,6441365542.427307,463,2221706888.0160494,92,1444681380.9434483,33,215871234.80642396,3
476,local_history,22705372932.636677,2875,3175696954.940302,203,3254824993.97325,796,1782909722.94403,476,4281928873.698137,814,6521693971.678366,463,2064975425.4147892,88,1407362729.6938818,32,215980260.293956,3
477,local_history,22697968340.213257,2866,3150776614.2030954,203,3264815576.654945,788,1767726476.1866224,478,4221576509.7526336,812,6534838866.914243,461,2064722321.0752785,88,1412039102.208418,32,281472873.218058,4
478,local_history,22639199712.41948,2864,3156850901.3065825,205,3250321786.65398,786,1762326123.5327415,475,4228788031.286044,812,6436112662.537341,461,2183533469.508344,90,1415093507.06863,32,206173230.52580798,3
479,local_history,22641739799.139397,2865,3157826386.4280934,206,3242197093.5531325,789,1751814385.394958,475,4208868987.143551,812,6446942390.049386,458,2221516994.3570805,90,1469401973.1134036,33,143171589.099788,2
480,local_history,22661310740.997368,2872,3164930054.9697385,206,3237164827.3135424,796,1756853406.5041955,476,4173087266.3387,809,6478754865.184858,460,2232613229.0130234,90,1474657465.1670563,33,143249626.506242,2
481,local_history,22654534217.562325,2875,3153120171.3409243,206,3225221203.84538,801,1749190029.3516517,476,4172585421.0546126,811,6510904913.638027,457,2221921476.1995835,89,1478267024.78404,33,143323977.34813398,2
482,local_history,22653275811.8436,2877,3181512835.1208887,204,3235853302.4236517,804,1717580079.6353364,477,4193152006.313486,811,6508003039.2829075,457,2218405541.709044,89,1455360901.996248,33,143408105.36201602,2
483,local_history,22681562360.72714,2882,3184464579.152632,205,3354178767.934584,812,1711675963.2067096,477,4205210003.0008087,809,6504260445.744408,456,2212582283.9727097,88,1365716998.320577,33,143473319.394703,2
484,local_history,22686138659.428135,2891,3180510546.1643825,205,3222023810.907212,817,1707137299.5961418,476,4234518109.578425,812,6490125559.421363,456,2211526344.574508,88,1496750371.3230212,35,143546617.86306,2
485,local_history,22695629742.500473,2893,3162171212.9307485,206,3230040471.9529095,818,1667780241.4872477,476,4290453206.057953,811,6498963434.966727,457,2209328619.85221,88,1493278850.9046059,35,143613704.34811997,2
486,local_history,22706311003.43738,2890,3165742716.284085,206,3218787912.25595,818,1676951198.7996597,475,4303038615.251215,810,6494177353.889344,456,2209781929.4108505,88,1494140662.6329687,35,143690614.913325,2
487,local_history,22710321196.09124,2891,3168200364.2518587,207,3230771038.633194,819,1674454736.606393,478,4296719880.298404,807,6494787544.736118,455,2207847438.2787576,88,1493766226.6084797,35,143773966.67803198,2
